farmer_id,village,district,state,main_crop,landholding_acres,recency_days,retention_t,retention_trend,monetary_12m,risk_prob,risk_tier,segment,drought_stress,recommended_action
F01160,Borgaon,Amravati,Maharashtra,Cotton,2.39,31.0,0.8650736181510984,0.08060808368556382,344967.5,0.015070814593347682,Low,Champions,False,Monitor
F01163,Borgaon,Amravati,Maharashtra,Wheat,5.08,60.0,0.8196246755839489,-0.07359224852619228,482604.0,0.02065862301134478,Low,Loyal Core,False,Monitor
F01164,Borgaon,Amravati,Maharashtra,Wheat,3.53,52.0,0.2661571466881201,-0.5106012630978125,203047.0,0.8746504728627359,Critical,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01165,Borgaon,Amravati,Maharashtra,Wheat,3.5,32.0,0.8178438661710038,0.16827393944274627,272960.0,0.011833374293438191,Low,Champions,False,Monitor
F01169,Borgaon,Amravati,Maharashtra,Wheat,3.66,25.0,0.7285605483625286,-0.11852008185063168,309653.0,0.02065862301134478,Low,Champions,False,Monitor
F01171,Borgaon,Amravati,Maharashtra,Wheat,1.7,34.0,0.8189488910318227,0.07820815029108186,199347.0,0.018590131050194948,Low,Loyal Core,False,Monitor
F01176,Borgaon,Amravati,Maharashtra,Wheat,1.29,40.0,0.4741275571600481,-0.03616656048701078,112786.5,0.07131026901424076,Low,Loyal Core,False,Monitor
F01179,Chikhali,Amravati,Maharashtra,Wheat,3.71,37.0,0.8540482573726542,-0.031121585212267155,734280.0,0.024774123887905876,Low,Champions,False,Monitor
F01193,Chikhali,Amravati,Maharashtra,Wheat,5.21,75.0,0.7498874042936496,-0.03878662885552164,679032.0,0.02332669452245891,Low,Loyal Core,False,Monitor
F01199,Chikhali,Amravati,Maharashtra,Wheat,3.9,56.0,0.23563959318149263,-0.3164503371541628,313444.0,0.975609756097561,Critical,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01203,Chikhali,Amravati,Maharashtra,Cotton,2.01,23.0,0.8816534541336354,0.016010459891792617,307155.5,0.03486941050912545,Low,Champions,False,Monitor
F01207,Dhanora,Amravati,Maharashtra,Wheat,2.97,49.0,0.9500089589679269,0.03020849849210172,302874.0,0.022106052376791745,Low,Loyal Core,False,Monitor
F01216,Dhanora,Amravati,Maharashtra,Wheat,2.09,18.0,0.8875989445910291,0.003603241046453265,207110.0,0.024774123887905876,Low,Champions,False,Monitor
F01219,Dhanora,Amravati,Maharashtra,Wheat,3.04,28.0,0.19702135295173157,-0.34213645893335315,114105.5,1.0,Critical,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01223,Dhanora,Amravati,Maharashtra,Gram,7.31,23.0,0.9597376279863482,0.07392895231843655,1043205.0,0.027678772117850005,Low,Champions,False,Monitor
F01235,Eklara,Amravati,Maharashtra,Wheat,2.37,42.0,0.49922343021965837,0.07421712822822901,182849.0,0.07131026901424076,Low,Loyal Core,False,Monitor
F01236,Eklara,Amravati,Maharashtra,Wheat,2.88,25.0,0.787946136749902,-0.024271057820233644,381784.5,0.02065862301134478,Low,Champions,False,Monitor
F01249,Eklara,Amravati,Maharashtra,Wheat,2.51,46.0,0.8286069995850049,-0.10606861562752301,371055.0,0.02065862301134478,Low,Champions,False,Monitor
F01263,Fulsungi,Amravati,Maharashtra,Wheat,2.26,32.0,0.5964508708511338,-0.1934988778925848,255038.0,0.03934870595759517,Low,Champions,False,Loyalty intervention: visit + advance-payment contract
F01264,Fulsungi,Amravati,Maharashtra,Wheat,1.47,77.0,0.8252990213845597,0.16203371526211074,116733.0,0.02332669452245891,Low,Stable,False,Monitor
F01274,Fulsungi,Amravati,Maharashtra,Cotton,1.49,45.0,0.7326115485564305,0.010940746240467036,191362.0,0.02983291524694334,Low,Loyal Core,False,Monitor
F01275,Fulsungi,Amravati,Maharashtra,Gram,1.64,28.0,0.19990669465826919,-0.3298052995087013,138302.0,0.9657508252897723,Critical,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01280,Wadner,Amravati,Maharashtra,Gram,4.93,22.0,0.8916679222540306,0.040798550876411266,697138.0,0.024177939468192043,Low,Champions,False,Monitor
F01283,Wadner,Amravati,Maharashtra,Gram,1.29,20.0,0.4647630619684082,-0.0012145435440810148,92722.0,0.05817921343035498,Low,Loyal Core,False,Monitor
F01285,Wadner,Amravati,Maharashtra,Wheat,4.75,20.0,0.517676492983792,0.01980214248780715,272288.0,0.04812912581864644,Low,Champions,False,Monitor
F01288,Wadner,Amravati,Maharashtra,Wheat,3.17,73.0,0.7593546172330933,-0.12338631351076901,274584.0,0.014753111200321155,Low,Loyal Core,False,Monitor
F01292,Wadner,Amravati,Maharashtra,Wheat,6.09,16.0,0.9257568940026999,0.0650310722280466,822235.0,0.025662643085591942,Low,Champions,False,Monitor
F01293,Wadner,Amravati,Maharashtra,Wheat,3.09,29.0,0.4477464091134225,0.011634286798169524,147257.0,0.11371938563719386,Low,Loyal Core,False,Monitor
F01296,Wadner,Amravati,Maharashtra,Wheat,3.21,32.0,0.7841701122268164,-0.014509755759982257,405339.5,0.014753111200321155,Low,Champions,False,Monitor
F01297,Wadner,Amravati,Maharashtra,Wheat,1.79,51.0,0.5838133640552996,0.028329079257352063,106350.0,0.05086458313185371,Low,Stable,False,Monitor
F01307,Dindori,Nashik,Maharashtra,Paddy,1.8,23.0,0.7285595337218984,0.5654261314468209,88876.2,0.05020582160352697,Low,Loyal Core,False,Monitor
F01308,Dindori,Nashik,Maharashtra,Wheat,3.22,54.0,0.7667595476151451,0.5188940543798897,179379.85,0.05090708387561673,Low,Loyal Core,False,Monitor
F01311,Dindori,Nashik,Maharashtra,Wheat,1.77,34.0,0.5674963396778917,0.4485899687725525,65372.75,0.05086458313185371,Low,Stable,False,Monitor
F01312,Dindori,Nashik,Maharashtra,Paddy,3.03,75.0,0.8963228699551569,0.7259252263616369,168661.5,0.04598704058307829,Low,Stable,False,Monitor
F01317,Dindori,Nashik,Maharashtra,Paddy,4.26,32.0,0.724246231155779,0.5242662993877678,227145.55,0.04212666401456546,Low,Champions,False,Monitor
F01319,Dindori,Nashik,Maharashtra,Paddy,3.07,64.0,0.8798929407828705,0.673301180483245,190878.25,0.05020582160352697,Low,Loyal Core,False,Monitor
F01320,Dindori,Nashik,Maharashtra,Wheat,3.73,21.0,0.14823893691136628,0.03449820925329493,57915.9,0.8371922550311297,Critical,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01329,Palkhed,Nashik,Maharashtra,Paddy,1.62,17.0,0.8591505309181762,0.7106802249793639,84054.75,0.05086458313185371,Low,Loyal Core,False,Monitor
F01331,Palkhed,Nashik,Maharashtra,Paddy,4.44,50.0,0.8764509826456729,0.65697020579272,263210.35,0.02851878245643879,Low,Loyal Core,False,Monitor
F01340,Palkhed,Nashik,Maharashtra,Paddy,5.18,45.0,0.5655430711610486,0.39954935200447617,207363.5,0.04004996822968493,Low,Loyal Core,False,Monitor
F01347,Palkhed,Nashik,Maharashtra,Paddy,2.48,30.0,0.5020416496529195,0.4170470864053661,82890.9,0.05751822635632443,Low,Loyal Core,False,Monitor
F01348,Palkhed,Nashik,Maharashtra,Paddy,3.26,61.0,0.3777664283282261,0.3107901022868716,72697.2,0.7008333333333333,Critical,Stable,False,Loyalty intervention: visit + advance-payment contract
F01360,Ozar,Nashik,Maharashtra,Paddy,1.59,40.0,0.8676613687966266,0.6941440464243425,92222.5,0.04598704058307829,Low,Stable,False,Monitor
F01362,Ozar,Nashik,Maharashtra,Paddy,3.95,29.0,0.9053044689201164,0.735309696311648,236376.7,0.033396325005214215,Low,Champions,False,Monitor
F01364,Ozar,Nashik,Maharashtra,Paddy,2.9,73.0,0.9074074074074073,0.6932475483652801,184890.3,0.039959673612879734,Low,Stable,False,Monitor
F01366,Ozar,Nashik,Maharashtra,Paddy,7.79,58.0,0.32083785249457697,0.20804845865512045,164988.15,0.6413095238095238,High,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01369,Ozar,Nashik,Maharashtra,Paddy,0.99,85.0,0.8669527896995708,0.6122358085674953,62953.2,0.0473492899291986,Low,Needs Attention,False,Monitor
F01370,Ozar,Nashik,Maharashtra,Paddy,3.99,35.0,0.8306668373224114,0.6615174418129123,227945.2,0.03273756347688747,Low,Loyal Core,False,Monitor
F01378,Vani,Nashik,Maharashtra,Wheat,4.06,79.0,0.9233623336745139,0.7401162603760847,242100.95,0.05086458313185371,Low,Loyal Core,False,Monitor
F01379,Vani,Nashik,Maharashtra,Paddy,1.75,18.0,0.7879225657324472,0.5455678256712851,105901.8,0.051565845403943475,Low,Loyal Core,False,Monitor
F01380,Vani,Nashik,Maharashtra,Wheat,1.34,40.0,0.7816561455625696,0.647022311216551,70475.4,0.05020582160352697,Low,Stable,False,Monitor
F01385,Vani,Nashik,Maharashtra,Wheat,1.3,21.0,0.49463806970509383,0.380742013678555,38490.6,0.05817921343035498,Low,Loyal Core,False,Monitor
F01386,Vani,Nashik,Maharashtra,Paddy,2.65,52.0,0.9840201850294364,0.8160349973505945,156895.0,0.05020582160352697,Low,Loyal Core,False,Monitor
F01393,Vani,Nashik,Maharashtra,Paddy,2.95,25.0,0.39198829339674407,0.28080912034927086,82108.5,0.5400609178574751,High,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01394,Vani,Nashik,Maharashtra,Paddy,4.6,23.0,0.34805281260401644,0.16935414393722478,140217.25,0.7008333333333333,Critical,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01395,Vani,Nashik,Maharashtra,Paddy,0.79,84.0,0.8151260504201681,0.6725114494014923,40105.8,0.07640577332358155,Low,Needs Attention,False,Monitor
F01396,Vani,Nashik,Maharashtra,Wheat,3.72,46.0,0.977902719665272,0.7076070838135591,281746.80000000005,0.04081672106584898,Low,Loyal Core,False,Monitor
F01401,Vani,Nashik,Maharashtra,Paddy,2.19,57.0,0.8748810656517603,0.619193527902616,136404.8,0.03575792970681152,Low,Stable,False,Monitor
F01409,Khedgaon,Nashik,Maharashtra,Paddy,5.51,50.0,0.6376181474480151,0.5122710323600793,231911.0,0.04873780649527316,Low,Loyal Core,False,Monitor
F01412,Khedgaon,Nashik,Maharashtra,Wheat,4.13,42.0,0.8819481206987824,0.6405955135743632,232364.5,0.02851878245643879,Low,Loyal Core,False,Monitor
F01414,Khedgaon,Nashik,Maharashtra,Wheat,3.31,31.0,0.5417150439542213,0.4249958010520131,124240.69999999998,0.05751822635632443,Low,Loyal Core,False,Monitor
F01417,Khedgaon,Nashik,Maharashtra,Wheat,3.26,56.0,0.5767642305620398,0.5066654999555519,108451.9,0.06986390536867011,Low,Stable,False,Monitor
F01419,Khedgaon,Nashik,Maharashtra,Paddy,2.2,59.0,0.9058682634730539,0.7897301095647525,130069.8,0.045848292516579264,Low,Stable,False,Monitor
F01420,Khedgaon,Nashik,Maharashtra,Wheat,4.21,18.0,0.20375063355296502,0.07653272795166616,78565.25,0.9114151787450889,Critical,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01428,Khedgaon,Nashik,Maharashtra,Paddy,1.96,68.0,0.7049537289058246,0.548245133517984,86355.2,0.05020582160352697,Low,Needs Attention,False,Monitor
F01430,Sirsam,Nashik,Maharashtra,Paddy,3.14,61.0,0.8377096391665256,0.6890373310252942,162686.85,0.04598704058307829,Low,Loyal Core,False,Monitor
F01432,Sirsam,Nashik,Maharashtra,Wheat,1.72,48.0,0.7287104622871047,0.5043643858283522,91554.2,0.04598704058307829,Low,Stable,False,Monitor
F01441,Sirsam,Nashik,Maharashtra,Paddy,2.71,37.0,0.7405642394205108,0.5001383694062091,158010.1,0.04598704058307829,Low,Loyal Core,False,Monitor
F01448,Sirsam,Nashik,Maharashtra,Paddy,3.87,21.0,0.5636363636363636,0.49430236761250673,133653.4,0.05751822635632443,Low,Loyal Core,False,Monitor
F01450,Sirsam,Nashik,Maharashtra,Paddy,2.91,27.0,0.8913412563667231,0.7327993152160863,165650.7,0.02851878245643879,Low,Loyal Core,False,Monitor
F01453,Sirsam,Nashik,Maharashtra,Paddy,5.28,76.0,0.7423961424332344,0.5804880944732586,289301.85000000003,0.05020582160352697,Low,Loyal Core,False,Monitor
F01457,Sirsam,Nashik,Maharashtra,Wheat,1.82,17.0,0.8205335489086499,0.5898829960673025,115559.55,0.04668830285516805,Low,Loyal Core,False,Monitor
F01464,Garkheda,Aurangabad,Maharashtra,Mustard,1.43,36.0,0.49645390070921996,-0.13732668334760728,94767.75,0.05751822635632443,Low,Stable,False,Monitor
F01476,Garkheda,Aurangabad,Maharashtra,Mustard,8.12,16.0,0.8966327329678935,0.10987612503837807,757948.0,0.018590131050194948,Low,Champions,False,Monitor
F01481,Garkheda,Aurangabad,Maharashtra,Mustard,2.46,37.0,0.6962843295638126,-0.27534334589661547,206629.8,0.05817921343035498,Low,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01490,Hiwra,Aurangabad,Maharashtra,Mustard,9.72,23.0,0.8363336388634279,0.056958564608942885,1341907.1,0.024774123887905876,Low,Champions,False,Monitor
F01492,Hiwra,Aurangabad,Maharashtra,Mustard,4.72,50.0,0.7425632471504032,0.051194826097771595,389949.65,0.015070814593347682,Low,Loyal Core,False,Monitor
F01495,Hiwra,Aurangabad,Maharashtra,Mustard,2.02,17.0,0.7474358974358976,-0.06724734708748892,169669.6,0.024774123887905876,Low,Champions,False,Monitor
F01501,Hiwra,Aurangabad,Maharashtra,Mustard,1.39,42.0,0.41975308641975306,-0.05156474303761127,74521.0,0.06722382555715889,Low,Stable,False,Monitor
F01502,Hiwra,Aurangabad,Maharashtra,Mustard,2.82,22.0,0.5763466990684488,0.021986773279951577,203195.1,0.042890503395268134,Low,Champions,False,Monitor
F01505,Hiwra,Aurangabad,Maharashtra,Mustard,1.99,55.0,0.4347048300536672,-0.02993001755990382,100024.95,0.06722382555715889,Low,Stable,False,Monitor
F01513,Jatwada,Aurangabad,Maharashtra,Mustard,6.06,35.0,0.7670859408885309,0.11773282064499979,741853.8500000001,0.02332669452245891,Low,Champions,False,Monitor
F01514,Jatwada,Aurangabad,Maharashtra,Mustard,1.85,47.0,0.49318996415770605,0.04495333162073217,100019.40000000001,0.056816964084234665,Low,Stable,False,Monitor
F01518,Jatwada,Aurangabad,Maharashtra,Mustard,1.47,17.0,0.5853873239436621,-0.1313986744652481,102857.1,0.05086458313185371,Low,Loyal Core,False,Monitor
F01526,Jatwada,Aurangabad,Maharashtra,Wheat,3.32,76.0,0.4502527573529411,0.0013189750858255689,232886.85,0.08681967927250946,Low,Loyal Core,False,Monitor
F01528,Jatwada,Aurangabad,Maharashtra,Mustard,1.3,71.0,0.48212648945921177,-0.005476816325912182,74271.8,0.05817921343035498,Low,Needs Attention,False,Monitor
F01530,Jatwada,Aurangabad,Maharashtra,Mustard,3.3,58.0,0.21171516079632466,-0.2865130461491041,129270.85,0.9114151787450889,Critical,Stable,False,Loyalty intervention: visit + advance-payment contract
F01535,Jatwada,Aurangabad,Maharashtra,Mustard,3.85,19.0,0.428014299642509,-0.07525950988130053,207711.05,0.07613928767755816,Low,Champions,False,Monitor
F01538,Jatwada,Aurangabad,Maharashtra,Wheat,3.08,31.0,0.2686115482387121,-0.46269435516021457,208456.8,0.8746504728627359,Critical,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01544,Karmad,Aurangabad,Maharashtra,Mustard,1.77,27.0,0.8479362780593773,-0.04239391061986797,181204.65,0.02851878245643879,Low,Loyal Core,False,Monitor
F01545,Karmad,Aurangabad,Maharashtra,Wheat,2.31,55.0,0.9424296633598959,0.17947430163593492,309877.45,0.025017949806780827,Low,Loyal Core,False,Monitor
F01546,Karmad,Aurangabad,Maharashtra,Mustard,1.87,25.0,0.3753315649867374,-0.5056916354891698,142262.8,0.7221908156084738,Critical,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01548,Karmad,Aurangabad,Maharashtra,Mustard,1.17,77.0,0.3403263403263403,-0.5266547917491313,99302.4,0.8746504728627359,Critical,Stable,False,Loyalty intervention: visit + advance-payment contract
F01550,Karmad,Aurangabad,Maharashtra,Mustard,4.95,34.0,0.6530511811023622,-0.02752704225972702,372995.3,0.02679025292016394,Low,Champions,False,Monitor
F01553,Karmad,Aurangabad,Maharashtra,Mustard,1.26,18.0,0.7495395948434622,-0.009388976585109066,113779.2,0.033396325005214215,Low,Loyal Core,False,Monitor
F01556,Karmad,Aurangabad,Maharashtra,Wheat,3.46,20.0,0.458411214953271,0.003778627093846021,248383.3,0.05817921343035498,Low,Champions,False,Monitor
F01560,Karmad,Aurangabad,Maharashtra,Mustard,1.74,41.0,0.9006211180124223,-0.0024597549015700215,174097.05,0.05086458313185371,Low,Loyal Core,False,Monitor
F01563,Karmad,Aurangabad,Maharashtra,Mustard,2.42,55.0,0.7706868577609518,-0.03879269614239389,222439.95,0.014753111200321155,Low,Loyal Core,False,Monitor
F01564,Karmad,Aurangabad,Maharashtra,Mustard,2.12,83.0,0.896042528056704,-0.02691261706202952,225802.05,0.02561413422649466,Low,Loyal Core,False,Monitor
F01568,Karmad,Aurangabad,Maharashtra,Mustard,3.94,89.0,0.9751650424394844,0.09779277966576183,397105.65,0.03374180067455346,Low,Loyal Core,False,Monitor
F01569,Karmad,Aurangabad,Maharashtra,Mustard,2.77,30.0,0.9165946413137425,0.06514854140138482,294867.0,0.016518243958794646,Low,Champions,False,Monitor
F01575,Padegaon,Aurangabad,Maharashtra,Mustard,3.38,48.0,0.5179396092362345,-0.019855928559303293,200178.0,0.05751822635632443,Low,Loyal Core,False,Monitor
F01576,Padegaon,Aurangabad,Maharashtra,Mustard,1.48,90.0,0.8346774193548386,-0.051999456602282224,146300.55,0.033869809853699064,Low,Stable,False,Monitor
F01577,Padegaon,Aurangabad,Maharashtra,Mustard,1.23,16.0,0.3886756238003839,-0.0006686384946980595,51711.0,0.28224139446841123,Moderate,Loyal Core,False,Loyalty intervention: visit + advance-payment contract
F01580,Padegaon,Aurangabad,Maharashtra,Mustard,1.57,85.0,0.27129629629629626,-0.6681810076926997,96758.55,0.7254545454545455,Critical,Stable,False,Loyalty intervention: visit + advance-payment contract
F01581,Padegaon,Aurangabad,Maharashtra,Mustard,1.58,31.0,0.7696022074040009,-0.19914779259599913,223672.2,0.03250780580752815,Low,Champions,False,Loyalty intervention: visit + advance-payment contract
F01582,Padegaon,Aurangabad,Maharashtra,Mustard,2.21,42.0,0.826158038147139,-0.10659474366224653,220861.4,0.02065862301134478,Low,Loyal Core,False,Monitor
F01586,Padegaon,Aurangabad,Maharashtra,Mustard,3.95,20.0,0.9124229646448264,0.09323972982483719,377199.35,0.015922059539080817,Low,Champions,False,Monitor
F01587,Padegaon,Aurangabad,Maharashtra,Mustard,1.87,20.0,0.8136696501220504,-0.03765778350626825,262189.9,0.015922059539080817,Low,Champions,False,Monitor
F01595,Padegaon,Aurangabad,Maharashtra,Mustard,1.7,16.0,0.4749190938511327,-0.062072274829508445,94119.75,0.05010005584139347,Low,Loyal Core,False,Monitor
F01599,Shahapur,Aurangabad,Maharashtra,Mustard,5.94,23.0,0.7615158861809366,-0.09242823871635175,749769.8,0.01918631546990878,Low,Champions,False,Monitor
F01606,Shahapur,Aurangabad,Maharashtra,Wheat,1.53,16.0,0.7767627078941204,-0.06689926393686552,200402.1,0.032853281476867384,Low,Champions,False,Monitor
F01607,Shahapur,Aurangabad,Maharashtra,Mustard,3.06,23.0,0.7707549535991973,-0.06165552997407686,382465.1,0.005319148936170213,Low,Champions,False,Monitor
F01610,Shahapur,Aurangabad,Maharashtra,Mustard,2.34,24.0,0.6477876106194691,-0.11843981739419618,175887.7,0.025906469004466897,Low,Loyal Core,False,Monitor
F01612,Shahapur,Aurangabad,Maharashtra,Mustard,2.24,19.0,0.7866805411030178,-0.014204414649194641,215829.0,0.011224660747193835,Low,Champions,False,Monitor
F01633,Bicholi,Indore,Madhya Pradesh,Wheat,3.8,37.0,0.33846361549885245,-0.13504065800542103,166869.0,0.16521620142309798,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01636,Bicholi,Indore,Madhya Pradesh,Wheat,2.48,33.0,0.37760749255002124,-0.3322528913941324,149834.0,0.08936873628654451,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
F01637,Bicholi,Indore,Madhya Pradesh,Wheat,6.43,38.0,0.5416666666666666,-0.3060797605960669,471872.0,0.05817921343035498,Low,Champions,True,Drought response: emergency liquidity + insurance linkage
F01638,Bicholi,Indore,Madhya Pradesh,Wheat,0.76,43.0,0.5137751303052867,-0.3081998349241988,57772.0,0.05817921343035498,Low,Stable,True,Drought response: emergency liquidity + insurance linkage
F01642,Bicholi,Indore,Madhya Pradesh,Wheat,1.51,16.0,0.5332873404622284,-0.18261371960844297,106001.0,0.04147548259417573,Low,Loyal Core,True,Drought response: emergency liquidity + insurance linkage
