txn_id,txn_date,farmer_id,txn_type,item,qty,rate_inr,amount_inr,gid
T003476,10/06/2019,F01956,LOAN_REPAY,EMI,,,"INR 6,600/-",BRD-DWS
T003477,10/09/2019,F01957,DELIVERY,SOYABEAN,5.53 q,"INR 5,010/-","INR 27,705/-",BRD-DWS
T003478,30/10/2019,F01957,D,Soybean,1.11 quintals,"INR 5,010/-","INR 5,561/-",BRD-DWS
T003479,06/27/2019,F01957,FERT_PURCHASE,DAP,170 kgs,INR 38/-,"INR 6,508/-",BRD-DWS
T003480,11/16/2019,f01958,delivery,SOYABEAN,5.92 q,"INR 4,760/-","INR 28,179/-",BRD-DWS
T003481,11/24/2019,F01959,DELIVERY,Soybean,935.00 kgs,"INR 4,820/-","INR 45,067/-",BRD-DWS
T003482,08/06/2019,F01959,Input Purchase,SEEDS,68 kg,INR 116/-,"INR 7,904/-",BRD-DWS
T003483,03/07/2019,F01959,FERT_PURCHASE,FERTILIZER 50kg bag,58 kgs,INR 33/-,"INR 1,939/-",BRD-DWS
T003484,10/16/2019,F01960,D,Soybean (Yellow),414 kg,"INR 4,660/-","INR 19,292/-",BRD-DWS
T003485,06/02/2019,F01960,Input Purchase,Seeds,213 kgs,INR 62/-,"INR 13,202/-",BRD-DWS
T003486,06/29/2019,F01960,INPUT_PURCHASE,NPK 10:26:26,95 kgs,INR 36/-,"INR 3,410/-",BRD-DWS
T003487,06/29/2019,F01960,FERT_PURCHASE,DAP,37 kg,INR 36/-,"INR 1,329/-",BRD-DWS
T003488,16/06/2019,F01960,I,Urea,81 kgs,INR 33/-,"INR 2,657/-",BRD-DWS
T003489,10/19/2019,F01961,Delivery,SOYABEAN,133.00 kgs,"INR 4,525/-","INR 6,018/-",BRD-DWS
T003490,11/19/2019,f01961,FPO_DELIVERY,Soybean (Yellow),428.00 kgs,"INR 4,525/-","INR 19,367/-",BRD-DWS
T003491,11/04/2019,F01961,DELIVERY,SOYABEAN,6.90 q,"INR 4,525/-","INR 31,222/-",BRD-DWS
T003492,06/04/2019, F01961 ,input,FERTILIZER 50kg bag,259 kgs,INR 41/-,"INR 10,671/-",BRD-DWS
T003493,07/28/2019,F01961,loan,Loan Repayment,,,"INR 3,800/-",BRD-DWS
T003494,11/07/2019,F01961,LOAN_REPAY,EMI,,,"INR 7,200/-",BRD-DWS
T003495,09/17/2019,F01961,loan,Loan Repayment,,,"INR 1,000/-",BRD-DWS
T003496,10/15/2019,F01962,delivery,soya,900 kg,"INR 4,795/-","INR 43,155/-",BRD-DWS
T003497,10/16/2019,F01963,DELIVERY,soya,18.5 qtl,"INR 4,665/-","INR 86,349/-",BRD-DWS
T003498,06/01/2019,F01963,I,NPK 10:26:26,305 kg,INR 59/-,"INR 18,090/-",BRD-DWS
T003499,06/28/2019,F01963,FERT_PURCHASE,Seeds,249 kg,INR 70/-,"INR 17,318/-",BRD-DWS
T003500,10/28/2019,F01964,Delivery,soya,10.2 qtl,"INR 4,700/-","INR 47,940/-",BRD-DWS
T003501,08/24/2019,F01964,LOAN_REPAY,Loan Repayment,,,"INR 6,200/-",BRD-DWS
T003502,11/27/2019,F01965,D,Soybean,258.00 kgs,"INR 4,950/-","INR 12,771/-",BRD-DWS
T003503,08/30/2019,F01965,Loan Repayment,Loan Repayment,,,"INR 2,900/-",BRD-DWS
T003504,11/03/2019,F01965,Loan Repayment,EMI,,,"INR 4,300/-",BRD-DWS
T003505,11/06/2019,F01966,FPO_DELIVERY,Soybean (Yellow),28.3 qtl,"INR 5,170/-","INR 1,46,363/-",BRD-DWS
T003506,06/03/2019,F01966,I,SEEDS,262 kg,INR 107/-,"INR 27,961/-",BRD-DWS
T003507,08/28/2019,f01966,LOAN_REPAY,EMI,,,"INR 1,100/-",BRD-DWS
T003508,20/10/2019,F01966,loan,Loan Repayment,,,"INR 4,200/-",BRD-DWS
T003509,24/10/2019,F01967,FPO_DELIVERY,soya,5.64 q,"INR 4,880/-","INR 27,523/-",BRD-DWS
T003510,10/24/2019,F01967,FPO_DELIVERY,Soybean,45 kg,"INR 4,880/-","INR 2,196/-",BRD-DWS
T003511,10/31/2019,F01968,DELIVERY,soya,188.00 kgs,"INR 4,925/-","INR 9,259/-",BRD-DWS
T003512,19/10/2019,F01968,FPO_DELIVERY,Soybean (Yellow),6.01 q,"INR 4,925/-","INR 29,599/-",BRD-DWS
T003513,27/06/2019,F01968,Input Purchase,PP chemicals,75 kgs,INR 408/-,"INR 30,608/-",BRD-DWS
T003514,07/07/2019,F01968,INPUT_PURCHASE,Hybrid Seeds,101 kgs,INR 90/-,"INR 9,055/-",BRD-DWS
T003515,10/12/2019,F01969,delivery,Soybean,10.89 q,"INR 4,735/-","INR 51,564/-",BRD-DWS
T003516,06/23/2019,F01969,Input Purchase,SEEDS,149 kg,INR 82/-,"INR 12,148/-",BRD-DWS
T003517,06/16/2019,F01969,INPUT_PURCHASE,Hybrid Seeds,65 kg,INR 117/-,"INR 7,608/-",BRD-DWS
T003518,10/17/2019,F01970,Delivery,Soybean,789.00 kgs,"INR 4,635/-","INR 36,570/-",BRD-DWS
T003519,11/03/2019,F01971,FPO_DELIVERY,Soybean,12.6 qtl,"INR 5,280/-","INR 66,581/-",BRD-DWS
T003520,10/21/2019,f01971,delivery,Soybean,5.35 q,"INR 5,280/-","INR 28,248/-",BRD-DWS
T003521,06/27/2019,F01971,I,Fertilizer,43 kg,INR 52/-,"INR 2,242/-",BRD-DWS
T003522,07/12/2019,F01971,INPUT_PURCHASE,Hybrid Seeds,175 kg,INR 128/-,"INR 22,316/-",BRD-DWS
T003523,09/20/2019,F01971,Loan Repayment,EMI,,,"INR 7,400/-",BRD-DWS
T003524,10/07/2019,F01972,Delivery,SOYABEAN,4.8 qtl,"INR 4,590/-","INR 22,078/-",BRD-DWS
T003525,04/10/2019,F01972,delivery,SOYABEAN,82 kg,"INR 4,590/-","INR 3,764/-",BRD-DWS
T003526,07/01/2019,F01972,input,PPC,248 kg,INR 199/-,"INR 49,335/-",BRD-DWS
T003527,06/25/2019,F01972,INPUT_PURCHASE,NPK 10:26:26,288 kg,INR 42/-,"INR 12,188/-",BRD-DWS
T003528,11/09/2019,F01973,delivery,Soybean,1473 kg,"INR 4,690/-","INR 69,084/-",BRD-DWS
T003529,10/24/2019,F01973,delivery,Soybean,1.2 qtl,"INR 4,690/-","INR 5,816/-",BRD-DWS
T003530,06/07/2019, F01973 ,I,NPK 10:26:26,154 kgs,INR 35/-,"INR 5,465/-",BRD-DWS
T003531,06/16/2019,F01973,FERT_PURCHASE,NPK 10:26:26,244 kg,INR 59/-,"INR 14,467/-",BRD-DWS
T003532,11/30/2019,F01974,Delivery,Soybean (Yellow),0.86 MT,"INR 4,885/-","INR 41,962/-",BRD-DWS
T003533,07/10/2019,F01974,Input Purchase,Seeds,263 kg,INR 106/-,"INR 27,988/-",BRD-DWS
T003534,07/14/2019,F01974,Input Purchase,Hybrid Seeds,174 kg,INR 73/-,"INR 12,709/-",BRD-DWS
T003535,08/26/2019,F01974,Loan Repayment,Loan Repayment,,,"INR 2,000/-",BRD-DWS
T003536,10/09/2019, F01975 ,D,soya,522 kg,"INR 4,700/-","INR 24,534/-",BRD-DWS
T003537,11/16/2019,F01975,delivery,SOYABEAN,51.00 kgs,"INR 4,700/-","INR 2,397/-",BRD-DWS
T003538,14/06/2019,F01975,I,Seeds,246 kgs,INR 111/-,"INR 27,404/-",BRD-DWS
T003539,07/09/2019,F01975,input,DAP,180 kg,INR 33/-,"INR 6,014/-",BRD-DWS
T003540,06/29/2019,f01975,INPUT_PURCHASE,Urea,46 kgs,INR 49/-,"INR 2,259/-",BRD-DWS
T003541,11/27/2019,F01976,DELIVERY,Soybean (Yellow),0.91 MT,"INR 5,070/-","INR 45,884/-",BRD-DWS
T003542,11/06/2019,F01976,D,Soybean (Yellow),223.00 kgs,"INR 5,070/-","INR 11,306/-",BRD-DWS
T003543,06/19/2019,F01976,Input Purchase,FERTILIZER 50kg bag,32 kgs,INR 47/-,"INR 1,513/-",BRD-DWS
T003544,10/28/2019,f01977,DELIVERY,Soybean (Yellow),0.21 q,"INR 4,625/-",INR 971/-,BRD-DWS
