txn_id,txn_date,farmer_id,txn_type,item,qty,rate_inr,amount_inr,gid
T002376,14-11-2019,F01638,delivery,Soybean (Yellow),501.00 kgs,"₹ 5,030","₹ 25,200",BRD-IND
T002377,20-10-2019,f01639,D,Soybean (Yellow),788.00 kgs,"₹ 4,820","₹ 37,982",BRD-IND
T002378,14-11-2019,F01639,DELIVERY,soya,43 kg,"₹ 4,820","₹ 2,073",BRD-IND
T002379,14-07-2019,F01639,Input Purchase,FERTILIZER 50kg bag,294 kgs,₹ 49,"₹ 14,427",BRD-IND
T002380,11-06-2019,f01639,I,Urea,33 kgs,₹ 51,"₹ 1,690",BRD-IND
T002381,30-11-2019,F01640,FPO_DELIVERY,SOYABEAN,"2,906.00 kgs","₹ 4,720","₹ 1,37,163",BRD-IND
T002382,18-06-2019,F01640,FERT_PURCHASE,Fertilizer,122 kgs,₹ 43,"₹ 5,261",BRD-IND
T002383,12-11-2019,F01641,Delivery,Soybean,191.00 kgs,"₹ 5,130","₹ 9,798",BRD-IND
T002384,12-11-2019,F01641,FPO_DELIVERY,soya,630.00 kgs,"₹ 5,130","₹ 32,319",BRD-IND
T002385,11-06-2019,F01641,I,SEEDS,101 kg,₹ 68,"₹ 6,901",BRD-IND
T002386,26-06-2019,F01641,INPUT_PURCHASE,Seeds,60 kgs,₹ 129,"₹ 7,765",BRD-IND
T002387,14-08-2019,F01641,LOAN_REPAY,EMI,,,"₹ 6,300",BRD-IND
T002388,23-06-2019,F01641,L,EMI,,,"₹ 5,600",BRD-IND
T002389,04-11-2019,F01642,delivery,Soybean,528 kg,"₹ 4,935","₹ 26,057",BRD-IND
T002390,25-11-2019,F01642,DELIVERY,Soybean,298.00 kgs,"₹ 4,935","₹ 14,706",BRD-IND
T002391,04-11-2019,F01642,D,Soybean (Yellow),66 kg,"₹ 4,935","₹ 3,257",BRD-IND
T002392,09-06-2019,F01642,I,Hybrid Seeds,245 kgs,₹ 123,"₹ 30,015",BRD-IND
T002393,03-06-2019,f01642,FERT_PURCHASE,FERTILIZER 50kg bag,94 kgs,₹ 51,"₹ 4,793",BRD-IND
T002394,15-11-2019,F01643,delivery,SOYABEAN,392.00 kgs,"₹ 4,845","₹ 18,992",BRD-IND
T002395,23-10-2019,F01643,D,SOYABEAN,627 kg,"₹ 4,845","₹ 30,378",BRD-IND
T002396,30-11-2019,F01644,DELIVERY,soya,2852 kg,"₹ 5,265","₹ 1,50,158",BRD-IND
T002397,14-10-2019,F01644,D,Soybean,157 kg,"₹ 5,265","₹ 8,266",BRD-IND
T002398,30-06-2019,F01644,INPUT_PURCHASE,SEEDS,177 kg,₹ 45,"₹ 7,967",BRD-IND
T002399,03-10-2019,F01645,FPO_DELIVERY,soya,5196 kg,"₹ 4,600","₹ 2,39,016",BRD-IND
T002400,22-06-2019,F01645,Input Purchase,PPC,33 kg,₹ 131,"₹ 4,311",BRD-IND
T002401,19-11-2019,F01646,D,SOYABEAN,336.00 kgs,"₹ 4,760","₹ 15,994",BRD-IND
T002402,23-11-2019,F01646,FPO_DELIVERY,Soybean (Yellow),132 kg,"₹ 4,760","₹ 6,283",BRD-IND
T002403,05-06-2019,f01646,input,FERTILIZER 50kg bag,74 kg,₹ 55,"₹ 4,057",BRD-IND
T002404,15-10-2019,F01647,delivery,Soybean (Yellow),"1,560.00 kgs","₹ 4,815","₹ 75,114",BRD-IND
T002405,13-06-2019,F01647,I,Fertilizer,299 kg,₹ 53,"₹ 15,772",BRD-IND
T002406,07-11-2019,F01648,Delivery,soya,333.00 kgs,"₹ 4,650","₹ 15,484",BRD-IND
T002407,17-11-2019,F01648,Delivery,Soybean (Yellow),7 kg,"₹ 4,650",₹ 326,BRD-IND
T002408,01-07-2019,F01648,INPUT_PURCHASE,Fertilizer,257 kg,₹ 45,"₹ 11,611",BRD-IND
T002409,14-11-2019,F01649,DELIVERY,Soybean,1935 kg,"₹ 4,920","₹ 95,202",BRD-IND
T002410,05-11-2019,F01649,Loan Repayment,Loan Repayment,,,"₹ 5,900",BRD-IND
T002411,27-10-2019,F01650,DELIVERY,Soybean (Yellow),765 kg,"₹ 4,525","₹ 34,616",BRD-IND
T002412,24-06-2019,F01650,INPUT_PURCHASE,SEEDS,92 kg,₹ 68,"₹ 6,224",BRD-IND
T002413,21-06-2019,F01650,L,Loan Repayment,,,"₹ 6,800",BRD-IND
T002414,19-08-2019,F01650,L,Loan Repayment,,,"₹ 7,900",BRD-IND
T002415,09-11-2019,f01650,LOAN_REPAY,EMI,,,"₹ 3,800",BRD-IND
T002416,03-06-2019,F01650,LOAN_REPAY,EMI,,,"₹ 1,800",BRD-IND
T002417,18-10-2019,F01651,delivery,Soybean (Yellow),518.00 kgs,"₹ 4,980","₹ 25,796",BRD-IND
T002418,29-11-2019,F01651,FPO_DELIVERY,Soybean,9.00 kgs,"₹ 4,980",₹ 448,BRD-IND
T002419,02-07-2019,f01651,FERT_PURCHASE,PP chemicals,114 kgs,₹ 375,"₹ 42,716",BRD-IND
T002420,10-10-2019,F01652,DELIVERY,Soybean,342.00 kgs,"₹ 4,945","₹ 16,912",BRD-IND
T002421,27-10-2019,F01652,delivery,Soybean (Yellow),240.00 kgs,"₹ 4,945","₹ 11,868",BRD-IND
T002422,01-07-2019,F01652,INPUT_PURCHASE,DAP,319 kgs,₹ 38,"₹ 12,218",BRD-IND
T002423,22-11-2019,F01653,D,Soybean (Yellow),665.00 kgs,"₹ 4,840","₹ 32,186",BRD-IND
T002424,06-06-2019,f01653,Input Purchase,Urea,273 kg,₹ 37,"₹ 10,197",BRD-IND
T002425,25-11-2019,F01654,delivery,SOYABEAN,294.00 kgs,"₹ 5,075","₹ 14,920",BRD-IND
T002426,23-10-2019,F01654,D,soya,"1,981.00 kgs","₹ 5,075","₹ 1,00,536",BRD-IND
T002427,30-10-2019,F01654,DELIVERY,Soybean,"1,569.00 kgs","₹ 5,075","₹ 79,627",BRD-IND
T002428,11-07-2019,F01654,input,Urea,79 kgs,₹ 57,"₹ 4,502",BRD-IND
T002429,15-10-2019,F01655,Delivery,Soybean (Yellow),164 kg,"₹ 4,815","₹ 7,897",BRD-IND
T002430,22-11-2019,F01655,delivery,Soybean,536 kg,"₹ 4,815","₹ 25,808",BRD-IND
T002431,05-10-2019,F01655,FPO_DELIVERY,Soybean,115 kg,"₹ 4,815","₹ 5,537",BRD-IND
T002432,08-10-2019,F01656,DELIVERY,soya,154.00 kgs,"₹ 4,580","₹ 7,053",BRD-IND
T002433,06-11-2019,F01656,FPO_DELIVERY,Soybean (Yellow),537.00 kgs,"₹ 4,580","₹ 24,595",BRD-IND
T002434,18-06-2019,F01656,I,Fertilizer,75 kgs,₹ 52,"₹ 3,909",BRD-IND
T002435,13-10-2019,f01657,Delivery,SOYABEAN,158 kg,"₹ 5,175","₹ 8,176",BRD-IND
T002436,08-11-2019,F01657,D,soya,447.00 kgs,"₹ 5,175","₹ 23,132",BRD-IND
T002437,01-07-2019,f01657,FERT_PURCHASE,Hybrid Seeds,174 kgs,₹ 123,"₹ 21,479",BRD-IND
T002438,03-06-2019,F01657,I,Seeds,110 kgs,₹ 123,"₹ 13,537",BRD-IND
T002439,14-10-2019,F01658,delivery,soya,2715 kg,"₹ 4,665","₹ 1,26,655",BRD-IND
T002440,10-06-2019,F01658,I,PPC,187 kgs,₹ 164,"₹ 30,689",BRD-IND
T002441,18-06-2019,f01658,I,FERTILIZER 50kg bag,112 kg,₹ 58,"₹ 6,495",BRD-IND
T002442,02-06-2019,F01658,Input Purchase,Fertilizer,121 kg,₹ 55,"₹ 6,679",BRD-IND
T002443,04-10-2019,F01659,DELIVERY,Soybean,864.00 kgs,"₹ 5,120","₹ 44,237",BRD-IND
T002444,18-11-2019,F01659,D,soya,1959 kg,"₹ 5,120","₹ 1,00,301",BRD-IND
T002445,16-11-2019,F01659,D,soya,926 kg,"₹ 5,120","₹ 47,411",BRD-IND
T002446,23-06-2019,F01659,input,DAP,243 kgs,₹ 36,"₹ 8,750",BRD-IND
T002447,24-10-2019,F01660,Delivery,SOYABEAN,825.00 kgs,"₹ 4,840","₹ 39,930",BRD-IND
T002448,15-10-2019,F01660,D,Soybean (Yellow),58.00 kgs,"₹ 4,840","₹ 2,807",BRD-IND
T002449,08-06-2019,f01660,INPUT_PURCHASE,PP chemicals,318 kgs,₹ 321,"₹ 1,02,084",BRD-IND
T002450,08-10-2019,f01661,FPO_DELIVERY,Soybean,703.00 kgs,"₹ 4,940","₹ 34,728",BRD-IND
T002451,20-06-2019,F01661,input,Bio-pesticide,72 kg,₹ 402,"₹ 28,975",BRD-IND
T002452,15-06-2019,F01661,INPUT_PURCHASE,Urea,137 kgs,₹ 36,"₹ 4,937",BRD-IND
T002453,29-06-2019,F01661,input,FERTILIZER 50kg bag,272 kgs,₹ 49,"₹ 13,377",BRD-IND
T002454,22-11-2019,F01662,DELIVERY,soya,647 kg,"₹ 4,805","₹ 31,088",BRD-IND
T002455,25-10-2019,F01662,D,SOYABEAN,186.00 kgs,"₹ 4,805","₹ 8,937",BRD-IND
T002456,16-06-2019,F01662,input,DAP,184 kgs,₹ 54,"₹ 9,947",BRD-IND
T002457,08-11-2019,F01663,FPO_DELIVERY,SOYABEAN,42.00 kgs,"₹ 4,955","₹ 2,081",BRD-IND
T002458,23-10-2019,F01663,delivery,Soybean,36.00 kgs,"₹ 4,955","₹ 1,784",BRD-IND
T002459,24-10-2019,F01663,delivery,Soybean (Yellow),78.00 kgs,"₹ 4,955","₹ 3,865",BRD-IND
T002460,07-11-2019,F01664,FPO_DELIVERY,Soybean,"1,167.00 kgs","₹ 4,945","₹ 57,708",BRD-IND
T002461,16-11-2019,F01664,delivery,Soybean,70 kg,"₹ 4,945","₹ 3,462",BRD-IND
T002462,27-06-2019,F01664,Input Purchase,Seeds,131 kg,₹ 127,"₹ 16,611",BRD-IND
T002463,19-10-2019, F01665 ,D,Soybean,569.00 kgs,"₹ 5,015","₹ 28,535",BRD-IND
T002464,07-10-2019,F01665,FPO_DELIVERY,SOYABEAN,105 kg,"₹ 5,015","₹ 5,266",BRD-IND
T002465,01-06-2019,f01665,FERT_PURCHASE,Hybrid Seeds,60 kgs,₹ 120,"₹ 7,220",BRD-IND
T002466,01-10-2019,F01666,DELIVERY,soya,1045 kg,"₹ 4,735","₹ 49,481",BRD-IND
T002467,26-06-2019, F01666 ,INPUT_PURCHASE,NPK 10:26:26,110 kg,₹ 59,"₹ 6,447",BRD-IND
T002468,06-06-2019,F01666,input,Seeds,77 kg,₹ 55,"₹ 4,252",BRD-IND
T002469,19-10-2019,F01667,FPO_DELIVERY,Soybean (Yellow),664.00 kgs,"₹ 4,705","₹ 31,241",BRD-IND
T002470,28-06-2019,f01667,I,Seeds,104 kg,₹ 84,"₹ 8,707",BRD-IND
T002471,14-10-2019,F01668,DELIVERY,soya,510.00 kgs,"₹ 4,755","₹ 24,250",BRD-IND
T002472,16-10-2019,F01669,delivery,SOYABEAN,2833 kg,"₹ 5,225","₹ 1,48,024",BRD-IND
T002473,19-06-2019,F01669,Input Purchase,Fertilizer,230 kg,₹ 51,"₹ 11,788",BRD-IND
T002474,05-11-2019,F01670,D,soya,287.00 kgs,"₹ 5,180","₹ 14,867",BRD-IND
T002475,11-11-2019,F01670,D,SOYABEAN,"1,824.00 kgs","₹ 5,180","₹ 94,483",BRD-IND
T002476,03-07-2019,F01670,input,Urea,116 kg,₹ 51,"₹ 5,861",BRD-IND
T002477,07-10-2019,F01671,FPO_DELIVERY,soya,738.00 kgs,"₹ 4,935","₹ 36,420",BRD-IND
T002478,25-06-2019,f01671,INPUT_PURCHASE,Fertilizer,120 kg,₹ 49,"₹ 5,922",BRD-IND
T002479,08-11-2019,F01672,Delivery,Soybean (Yellow),1029 kg,"₹ 5,030","₹ 51,759",BRD-IND
T002480,02-11-2019, F01672 ,D,soya,248.00 kgs,"₹ 5,030","₹ 12,474",BRD-IND
T002481,02-11-2019,f01673,D,SOYABEAN,174.00 kgs,"₹ 4,700","₹ 8,178",BRD-IND
T002482,21-11-2019,F01673,Delivery,soya,255.00 kgs,"₹ 4,700","₹ 11,985",BRD-IND
T002483,06-06-2019,F01673,FERT_PURCHASE,Fertilizer,179 kgs,₹ 58,"₹ 10,452",BRD-IND
T002484,18-06-2019,F01673,FERT_PURCHASE,Fertilizer,258 kgs,₹ 56,"₹ 14,378",BRD-IND
T002485,13-11-2019,F01674,D,soya,508 kg,"₹ 4,960","₹ 25,197",BRD-IND
T002486,03-08-2019,F01674,loan,Loan Repayment,,,"₹ 4,400",BRD-IND
T002487,19-09-2019,F01674,Loan Repayment,EMI,,,"₹ 7,700",BRD-IND
T002488,02-07-2019,f01674,loan,Loan Repayment,,,"₹ 1,300",BRD-IND
T002489,24-08-2019,F01674,L,EMI,,,"₹ 3,800",BRD-IND
T002490,12-10-2019,F01675,Delivery,Soybean (Yellow),504.00 kgs,"₹ 4,770","₹ 24,041",BRD-IND
T002491,30-10-2019,F01675,Delivery,Soybean,358 kg,"₹ 4,770","₹ 17,077",BRD-IND
T002492,12-08-2019,F01675,LOAN_REPAY,Loan Repayment,,,"₹ 3,600",BRD-IND
T002493,17-11-2019,F01676,D,SOYABEAN,705.00 kgs,"₹ 4,700","₹ 33,135",BRD-IND
T002494,13-06-2019,F01676,I,Bio-pesticide,260 kgs,₹ 321,"₹ 83,457",BRD-IND
T002495,29-06-2019,F01676,FERT_PURCHASE,Bio-pesticide,222 kgs,₹ 212,"₹ 46,991",BRD-IND
T002496,11-10-2019,F01677,Delivery,Soybean,529.00 kgs,"₹ 4,930","₹ 26,080",BRD-IND
T002497,13-10-2019,F01677,delivery,Soybean (Yellow),680.00 kgs,"₹ 4,930","₹ 33,524",BRD-IND
T002498,17-06-2019,F01677,I,Seeds,49 kg,₹ 122,"₹ 5,993",BRD-IND
T002499,01-06-2019,F01677,Loan Repayment,EMI,,,"₹ 5,600",BRD-IND
T002500,18-10-2019,F01678,D,SOYABEAN,667.00 kgs,"₹ 4,820","₹ 32,149",BRD-IND
T002501,19-11-2019,F01678,D,Soybean,107.00 kgs,"₹ 4,820","₹ 5,157",BRD-IND
T002502,28-11-2019,F01679,DELIVERY,SOYABEAN,"1,485.00 kgs","₹ 4,915","₹ 72,988",BRD-IND
T002503,06-11-2019, F01679 ,Delivery,Soybean,874.00 kgs,"₹ 4,915","₹ 42,957",BRD-IND
T002504,27-06-2019,F01679,INPUT_PURCHASE,Seeds,29 kgs,₹ 102,"₹ 2,952",BRD-IND
T002505,23-11-2019,F01680,FPO_DELIVERY,Soybean,858 kg,"₹ 4,995","₹ 42,857",BRD-IND
T002506,02-07-2019,F01680,input,DAP,76 kgs,₹ 52,"₹ 3,951",BRD-IND
T002507,21-11-2019,F01681,delivery,Soybean (Yellow),38 kg,"₹ 4,795","₹ 1,822",BRD-IND
T002508,30-11-2019,F01681,Delivery,Soybean (Yellow),36 kg,"₹ 4,795","₹ 1,726",BRD-IND
T002509,12-10-2019,F01681,FPO_DELIVERY,SOYABEAN,154.00 kgs,"₹ 4,795","₹ 7,384",BRD-IND
T002510,13-06-2019,F01681,I,Urea,152 kg,₹ 41,"₹ 6,173",BRD-IND
T002511,01-06-2019,F01681,FERT_PURCHASE,Hybrid Seeds,59 kgs,₹ 61,"₹ 3,574",BRD-IND
T002512,22-11-2019,F01682,DELIVERY,SOYABEAN,111 kg,"₹ 4,685","₹ 5,200",BRD-IND
T002513,06-10-2019,F01682,FPO_DELIVERY,Soybean (Yellow),368 kg,"₹ 4,685","₹ 17,241",BRD-IND
T002514,30-06-2019,F01682,INPUT_PURCHASE,SEEDS,125 kgs,₹ 79,"₹ 9,910",BRD-IND
T002515,02-06-2019,F01682,input,DAP,206 kg,₹ 52,"₹ 10,650",BRD-IND
T002516,01-10-2019,F01683,Delivery,SOYABEAN,890 kg,"₹ 4,415","₹ 39,294",BRD-IND
T002517,19-10-2019,F01683,D,SOYABEAN,209 kg,"₹ 4,415","₹ 9,227",BRD-IND
T002518,05-06-2019,F01683,I,PPC,252 kg,₹ 328,"₹ 82,767",BRD-IND
T002519,19-06-2019,F01683,FERT_PURCHASE,Hybrid Seeds,223 kgs,₹ 59,"₹ 13,090",BRD-IND
T002520,04-07-2019,f01683,INPUT_PURCHASE,FERTILIZER 50kg bag,88 kg,₹ 44,"₹ 3,910",BRD-IND
T002521,23-06-2019, F01683 ,I,Seeds,194 kgs,₹ 64,"₹ 12,430",BRD-IND
T002522,25-06-2019,F01683,Input Purchase,SEEDS,256 kg,₹ 75,"₹ 19,272",BRD-IND
T002523,22-10-2019,F01683,LOAN_REPAY,EMI,,,"₹ 5,200",BRD-IND
T002524,05-11-2019,f01684,D,SOYABEAN,1066 kg,"₹ 4,820","₹ 51,381",BRD-IND
T002525,06-10-2019,F01684,FPO_DELIVERY,soya,374.00 kgs,"₹ 4,820","₹ 18,027",BRD-IND
T002526,22-06-2019,f01684,input,Urea,35 kgs,₹ 41,"₹ 1,442",BRD-IND
T002527,03-06-2019,F01684,FERT_PURCHASE,Seeds,110 kgs,₹ 53,"₹ 5,780",BRD-IND
T002528,13-11-2019,f01685,DELIVERY,SOYABEAN,80.00 kgs,"₹ 5,015","₹ 4,012",BRD-IND
T002529,26-10-2019,F01685,FPO_DELIVERY,Soybean,160.00 kgs,"₹ 5,015","₹ 8,024",BRD-IND
T002530,02-06-2019,F01685,I,SEEDS,181 kg,₹ 100,"₹ 18,154",BRD-IND
T002531,28-11-2019,F01686,D,soya,10.00 kgs,"₹ 4,755",₹ 476,BRD-IND
T002532,30-10-2019,F01686,D,Soybean,394.00 kgs,"₹ 4,755","₹ 18,735",BRD-IND
T002533,03-11-2019,F01686,DELIVERY,Soybean (Yellow),357.00 kgs,"₹ 4,755","₹ 16,975",BRD-IND
T002534,10-06-2019,F01686,FERT_PURCHASE,NPK 10:26:26,139 kgs,₹ 60,"₹ 8,316",BRD-IND
T002535,11-10-2019,F01687,DELIVERY,Soybean,62 kg,"₹ 5,170","₹ 3,205",BRD-IND
T002536,05-10-2019,f01687,DELIVERY,soya,438.00 kgs,"₹ 5,170","₹ 22,645",BRD-IND
T002537,05-10-2019,F01687,DELIVERY,SOYABEAN,"1,424.00 kgs","₹ 5,170","₹ 73,621",BRD-IND
T002538,02-07-2019, F01687 ,FERT_PURCHASE,Urea,81 kg,₹ 37,"₹ 2,984",BRD-IND
T002539,12-06-2019,f01687,I,DAP,246 kgs,₹ 29,"₹ 7,208",BRD-IND
T002540,16-06-2019,F01687,INPUT_PURCHASE,Seeds,179 kgs,₹ 87,"₹ 15,620",BRD-IND
T002541,28-11-2019,F01688,delivery,Soybean,392 kg,"₹ 4,775","₹ 18,718",BRD-IND
T002542,26-11-2019,F01689,delivery,Soybean (Yellow),558 kg,"₹ 4,885","₹ 27,258",BRD-IND
T002543,05-11-2019,F01690,Delivery,SOYABEAN,284 kg,"₹ 5,000","₹ 14,200",BRD-IND
T002544,22-06-2019,F01690,FERT_PURCHASE,Urea,159 kg,₹ 45,"₹ 7,184",BRD-IND
T002545,21-06-2019,F01690,INPUT_PURCHASE,Seeds,83 kg,₹ 49,"₹ 4,066",BRD-IND
T002546,04-07-2019,F01690,input,NPK 10:26:26,231 kgs,₹ 47,"₹ 10,762",BRD-IND
T002547,20-10-2019,F01691,D,soya,907 kg,"₹ 5,120","₹ 46,438",BRD-IND
T002548,01-11-2019,f01691,FPO_DELIVERY,Soybean,148.00 kgs,"₹ 5,120","₹ 7,578",BRD-IND
T002549,18-06-2019,F01691,I,Hybrid Seeds,303 kg,₹ 94,"₹ 28,388",BRD-IND
T002550,12-06-2019,F01691,I,FERTILIZER 50kg bag,208 kg,₹ 41,"₹ 8,572",BRD-IND
T002551,06-11-2019,F01691,loan,Loan Repayment,,,"₹ 3,100",BRD-IND
T002552,19-10-2019,F01692,Delivery,SOYABEAN,1003 kg,"₹ 4,580","₹ 45,937",BRD-IND
T002553,11-07-2019,F01692,FERT_PURCHASE,Urea,252 kgs,₹ 56,"₹ 14,057",BRD-IND
T002554,27-07-2019,F01692,L,EMI,,,"₹ 6,400",BRD-IND
T002555,14-10-2019,F01693,DELIVERY,Soybean (Yellow),557.00 kgs,"₹ 5,065","₹ 28,212",BRD-IND
T002556,05-11-2019,F01693,delivery,Soybean,181 kg,"₹ 5,065","₹ 9,168",BRD-IND
T002557,02-07-2019,f01693,I,Hybrid Seeds,193 kgs,₹ 101,"₹ 19,557",BRD-IND
T002558,20-10-2019,F01694,Delivery,SOYABEAN,51 kg,"₹ 4,605","₹ 2,349",BRD-IND
T002559,07-10-2019,F01694,Delivery,Soybean (Yellow),883 kg,"₹ 4,605","₹ 40,662",BRD-IND
T002560,18-10-2019,F01694,DELIVERY,soya,349.00 kgs,"₹ 4,605","₹ 16,071",BRD-IND
T002561,13-06-2019,F01694,Input Purchase,FERTILIZER 50kg bag,120 kg,₹ 42,"₹ 5,028",BRD-IND
