txn_id,txn_date,farmer_id,txn_type,item,qty,rate_inr,amount_inr,gid
T002809,28/06/19,F01768,FERT_PURCHASE,Seeds,65 kg,Rs 122.70,"Rs 7,975.50",BRD-UJN
T002810,04/07/19, F01768 ,Input Purchase,Bio-pesticide,56 kg,Rs 226.63,"Rs 12,691.28",BRD-UJN
T002811,25/10/19,F01769,Delivery,Soybean (Yellow),5.32 quintals,"Rs 5,085.00","Rs 27,052.20",BRD-UJN
T002812,27/06/19,F01769,I,Urea,60 kg,Rs 49.08,"Rs 2,944.80",BRD-UJN
T002813,11/07/19,F01769,INPUT_PURCHASE,DAP,252 kgs,Rs 44.21,"Rs 11,140.92",BRD-UJN
T002814,03/07/19,F01769,FERT_PURCHASE,Hybrid Seeds,218 kgs,Rs 97.82,"Rs 21,324.76",BRD-UJN
T002815,09/10/19,F01770,Delivery,Soybean,176.00 kgs,"Rs 5,050.00","Rs 8,888.00",BRD-UJN
T002816,13/11/19,f01770,D,Soybean (Yellow),6.8 qtl,"Rs 5,050.00","Rs 34,592.50",BRD-UJN
T002817,08/06/19,F01770,I,Urea,274 kg,Rs 35.81,"Rs 9,811.94",BRD-UJN
T002818,05/11/19,F01771,DELIVERY,soya,418.00 kgs,"Rs 4,750.00","Rs 19,855.00",BRD-UJN
T002819,28/10/19, F01771 ,Delivery,soya,0.4 qtl,"Rs 4,750.00","Rs 1,805.00",BRD-UJN
T002820,17/06/19,F01771,FERT_PURCHASE,PP chemicals,33 kg,Rs 139.17,"Rs 4,592.61",BRD-UJN
T002821,07/06/19,F01771,input,Hybrid Seeds,283 kg,Rs 75.15,"Rs 21,267.45",BRD-UJN
T002822,22/10/19, F01772 ,delivery,Soybean,17.80 quintals,"Rs 4,555.00","Rs 81,079.00",BRD-UJN
T002823,22/06/19,F01772,Input Purchase,Fertilizer,130 kgs,Rs 49.82,"Rs 6,476.60",BRD-UJN
T002824,10/06/19, F01772 ,I,NPK 10:26:26,239 kgs,Rs 55.39,"Rs 13,238.21",BRD-UJN
T002825,06/10/19,F01772,loan,EMI,,,"Rs 4,900.00",BRD-UJN
T002826,22/10/19,F01773,FPO_DELIVERY,soya,0.57 q,"Rs 4,835.00","Rs 2,755.95",BRD-UJN
T002827,18/10/19,F01773,delivery,Soybean,134 kg,"Rs 4,835.00","Rs 6,478.90",BRD-UJN
T002828,01/06/19,F01773,Input Purchase,Hybrid Seeds,203 kgs,Rs 116.94,"Rs 23,738.82",BRD-UJN
T002829,25/11/19,F01774,FPO_DELIVERY,Soybean,14.40 q,"Rs 4,860.00","Rs 69,984.00",BRD-UJN
T002830,23/10/19,f01774,delivery,Soybean (Yellow),286 kg,"Rs 4,860.00","Rs 13,899.60",BRD-UJN
T002831,29/06/19,F01774,Input Purchase,FERTILIZER 50kg bag,50 kgs,Rs 59.09,"Rs 2,954.50",BRD-UJN
T002832,27/06/19,F01774,input,PPC,287 kg,Rs 600.16,"Rs 1,72,245.92",BRD-UJN
T002833,07/11/19,F01775,delivery,Soybean,13.80 q,"Rs 4,755.00","Rs 65,619.00",BRD-UJN
T002834,28/10/19,F01775,Delivery,Soybean,121.00 kgs,"Rs 4,755.00","Rs 5,753.55",BRD-UJN
T002835,08/11/19,F01775,DELIVERY,soya,122 kg,"Rs 4,755.00","Rs 5,801.10",BRD-UJN
T002836,05/10/19,F01776,delivery,SOYABEAN,817.00 kgs,"Rs 4,715.00","Rs 38,521.55",BRD-UJN
T002837,21/10/19,F01776,delivery,soya,1.82 q,"Rs 4,715.00","Rs 8,581.30",BRD-UJN
T002838,08/07/19,F01776,I,Fertilizer,228 kgs,Rs 44.60,"Rs 10,168.80",BRD-UJN
T002839,16/10/19, F01777 ,Delivery,SOYABEAN,461.00 kgs,"Rs 5,030.00","Rs 23,188.30",BRD-UJN
T002840,26/06/19,F01777,input,PPC,79 kg,Rs 604.55,"Rs 47,759.45",BRD-UJN
T002841,21/06/19,F01777,INPUT_PURCHASE,Fertilizer,293 kg,Rs 52.49,"Rs 15,379.57",BRD-UJN
T002842,17/06/19,F01777,FERT_PURCHASE,Hybrid Seeds,28 kg,Rs 119.60,"Rs 3,348.80",BRD-UJN
T002843,06/10/19,f01778,D,SOYABEAN,0.98 t,"Rs 4,600.00","Rs 45,080.00",BRD-UJN
T002844,10/10/19,F01779,D,Soybean,"2,107.00 kgs","Rs 4,710.00","Rs 99,239.70",BRD-UJN
T002845,12/06/19,f01779,input,PPC,172 kgs,Rs 221.97,"Rs 38,178.84",BRD-UJN
T002846,20/06/19,F01779,INPUT_PURCHASE,NPK 10:26:26,215 kg,Rs 28.29,"Rs 6,082.35",BRD-UJN
T002847,15/11/19,F01780,Delivery,SOYABEAN,1.59 q,"Rs 5,140.00","Rs 8,172.60",BRD-UJN
T002848,21/11/19,F01780,D,Soybean (Yellow),"1,793.00 kgs","Rs 5,140.00","Rs 92,160.20",BRD-UJN
T002849,13/06/19,F01780,INPUT_PURCHASE,Bio-pesticide,241 kg,Rs 614.03,"Rs 1,47,981.23",BRD-UJN
T002850,22/11/19,f01781,Delivery,Soybean,"1,925.00 kgs","Rs 4,625.00","Rs 89,031.25",BRD-UJN
T002851,09/06/19, F01781 ,I,Fertilizer,180 kgs,Rs 39.13,"Rs 7,043.40",BRD-UJN
T002852,19/06/19,f01781,Input Purchase,Urea,245 kgs,Rs 56.10,"Rs 13,744.50",BRD-UJN
T002853,04/06/19,F01781,Input Purchase,PP chemicals,210 kg,Rs 515.67,"Rs 1,08,290.70",BRD-UJN
T002854,21/10/19,F01782,FPO_DELIVERY,soya,4.09 t,"Rs 4,745.00","Rs 1,94,070.50",BRD-UJN
T002855,02/06/19,f01782,FERT_PURCHASE,Bio-pesticide,61 kg,Rs 311.37,"Rs 18,993.57",BRD-UJN
T002856,24/06/19,f01782,I,Hybrid Seeds,88 kg,Rs 103.49,"Rs 9,107.12",BRD-UJN
T002857,25/06/19,F01782,Input Purchase,Fertilizer,251 kgs,Rs 59.54,"Rs 14,944.54",BRD-UJN
T002858,13/07/19,F01782,I,Seeds,85 kg,Rs 65.00,"Rs 5,525.00",BRD-UJN
T002859,13/11/19,F01783,FPO_DELIVERY,Soybean,7.77 quintals,"Rs 4,895.00","Rs 38,034.15",BRD-UJN
T002860,06/07/19,F01783,FERT_PURCHASE,FERTILIZER 50kg bag,264 kgs,Rs 46.94,"Rs 12,392.16",BRD-UJN
T002861,12/07/19,F01783,input,SEEDS,233 kg,Rs 82.75,"Rs 19,280.75",BRD-UJN
T002862,26/11/19,F01784,delivery,Soybean,0.2 qtl,"Rs 4,995.00",Rs 799.20,BRD-UJN
T002863,18/11/19,F01784,Delivery,SOYABEAN,10.09 quintals,"Rs 4,995.00","Rs 50,399.55",BRD-UJN
T002864,10/10/19,F01785,D,Soybean (Yellow),465.00 kgs,"Rs 4,755.00","Rs 22,110.75",BRD-UJN
T002865,31/10/19, F01785 ,DELIVERY,Soybean (Yellow),5.21 q,"Rs 4,755.00","Rs 24,773.55",BRD-UJN
T002866,26/06/19, F01785 ,Input Purchase,Fertilizer,86 kgs,Rs 43.88,"Rs 3,773.68",BRD-UJN
T002867,05/10/19,F01786,DELIVERY,Soybean,19.4 qtl,"Rs 5,010.00","Rs 96,943.50",BRD-UJN
T002868,30/11/19,F01786,FPO_DELIVERY,SOYABEAN,216 kg,"Rs 5,010.00","Rs 10,821.60",BRD-UJN
T002869,26/06/19,F01786,I,PPC,128 kg,Rs 296.52,"Rs 37,954.56",BRD-UJN
T002870,08/06/19,F01786,I,PPC,62 kg,Rs 405.21,"Rs 25,123.02",BRD-UJN
T002871,25/11/19,F01786,loan,Loan Repayment,,,"Rs 5,200.00",BRD-UJN
T002872,08/11/19,F01787,FPO_DELIVERY,soya,89.00 kgs,"Rs 4,790.00","Rs 4,263.10",BRD-UJN
T002873,29/11/19,F01787,D,Soybean (Yellow),1669 kg,"Rs 4,790.00","Rs 79,945.10",BRD-UJN
T002874,22/06/19,F01787,I,Hybrid Seeds,228 kgs,Rs 129.07,"Rs 29,427.96",BRD-UJN
T002875,24/06/19,F01787,Input Purchase,Urea,208 kg,Rs 56.17,"Rs 11,683.36",BRD-UJN
T002876,17/09/19,F01787,L,EMI,,,"Rs 4,600.00",BRD-UJN
T002877,17/09/19,F01787,L,EMI,,,"Rs 6,800.00",BRD-UJN
T002878,31/10/19,F01787,L,Loan Repayment,,,"Rs 2,200.00",BRD-UJN
T002879,21/10/19,F01788,FPO_DELIVERY,soya,2.9 qtl,"Rs 4,800.00","Rs 14,016.00",BRD-UJN
T002880,30/11/19,F01788,Delivery,Soybean (Yellow),48.7 qtl,"Rs 4,800.00","Rs 2,33,904.00",BRD-UJN
T002881,24/06/19,F01788,I,Urea,28 kgs,Rs 42.59,"Rs 1,192.52",BRD-UJN
T002882,16/11/19,F01789,delivery,soya,"2,315.00 kgs","Rs 5,035.00","Rs 1,16,560.25",BRD-UJN
T002883,03/07/19,f01789,Input Purchase,Hybrid Seeds,291 kgs,Rs 45.94,"Rs 13,368.54",BRD-UJN
T002884,13/06/19,F01789,FERT_PURCHASE,FERTILIZER 50kg bag,301 kgs,Rs 54.51,"Rs 16,407.51",BRD-UJN
T002885,22/11/19,F01790,DELIVERY,Soybean (Yellow),106 kg,"Rs 4,705.00","Rs 4,987.30",BRD-UJN
T002886,15/10/19,F01791,DELIVERY,SOYABEAN,18.06 q,"Rs 4,535.00","Rs 81,902.10",BRD-UJN
T002887,04/06/19,F01791,I,NPK 10:26:26,235 kgs,Rs 54.93,"Rs 12,908.55",BRD-UJN
T002888,03/07/19,F01791,INPUT_PURCHASE,DAP,168 kgs,Rs 31.37,"Rs 5,270.16",BRD-UJN
T002889,16/07/19,F01791,L,Loan Repayment,,,"Rs 3,000.00",BRD-UJN
T002890,08/11/19,F01791,loan,EMI,,,"Rs 6,500.00",BRD-UJN
T002891,05/08/19,f01791,L,Loan Repayment,,,"Rs 2,600.00",BRD-UJN
T002892,06/06/19,F01791,loan,Loan Repayment,,,"Rs 1,600.00",BRD-UJN
T002893,06/06/19,F01791,LOAN_REPAY,EMI,,,"Rs 3,100.00",BRD-UJN
T002894,12/10/19,F01792,DELIVERY,SOYABEAN,0.4 qtl,"Rs 4,930.00","Rs 2,070.60",BRD-UJN
T002895,07/11/19,F01792,DELIVERY,Soybean (Yellow),"1,233.00 kgs","Rs 4,930.00","Rs 60,786.90",BRD-UJN
T002896,07/07/19,F01792,INPUT_PURCHASE,SEEDS,56 kgs,Rs 84.85,"Rs 4,751.60",BRD-UJN
T002897,07/11/19,F01793,D,Soybean (Yellow),0.35 MT,"Rs 4,935.00","Rs 17,025.75",BRD-UJN
T002898,05/06/19,F01793,INPUT_PURCHASE,Seeds,,Rs 62.05,"Rs 12,285.90",BRD-UJN
T002899,19/11/19,f01794,Delivery,soya,0.17 MT,"Rs 4,810.00","Rs 8,273.20",BRD-UJN
T002900,26/10/19,F01794,Delivery,soya,899 kg,"Rs 4,810.00","Rs 43,241.90",BRD-UJN
T002901,19/06/19,F01794,I,Bio-pesticide,174 kg,Rs 555.70,"Rs 96,691.80",BRD-UJN
T002902,11/10/19,F01795,delivery,Soybean,10.57 q,"Rs 4,785.00","Rs 50,577.45",BRD-UJN
T002903,04/11/19,F01795,delivery,Soybean (Yellow),0.51 t,"Rs 4,785.00","Rs 24,403.50",BRD-UJN
T002904,30/11/19,F01795,FPO_DELIVERY,soya,9.13 q,"Rs 4,785.00","Rs 43,687.05",BRD-UJN
T002905,12/10/19,F01795,Loan Repayment,EMI,,,"Rs 2,300.00",BRD-UJN
T002906,20/11/19,F01795,Loan Repayment,EMI,,,"Rs 3,700.00",BRD-UJN
T002907,11/10/19,F01796,DELIVERY,Soybean (Yellow),1.51 quintals,"Rs 4,805.00","Rs 7,255.55",BRD-UJN
T002908,01/10/19,F01796,DELIVERY,SOYABEAN,911 kg,"Rs 4,805.00","Rs 43,773.55",BRD-UJN
T002909,08/06/19,F01796,input,Fertilizer,105 kgs,Rs 31.48,"Rs 3,305.40",BRD-UJN
T002910,20/10/19,F01797,delivery,SOYABEAN,1.80 t,"Rs 4,865.00","Rs 87,472.70",BRD-UJN
T002911,26/10/19,F01798,D,soya,43.74 quintals,"Rs 4,575.00","Rs 2,00,110.50",BRD-UJN
T002912,14/07/19,f01798,Input Purchase,PP chemicals,118 kgs,Rs 249.80,"Rs 29,476.40",BRD-UJN
T002913,18/06/19,F01798,input,DAP,218 kg,Rs 47.52,"Rs 10,359.36",BRD-UJN
T002914,06/10/19,F01799,DELIVERY,Soybean (Yellow),4.05 q,"Rs 5,005.00","Rs 20,270.25",BRD-UJN
T002915,08/06/19,F01799,input,FERTILIZER 50kg bag,249 kg,Rs 37.74,"Rs 9,397.26",BRD-UJN
T002916,15/10/19,F01799,Loan Repayment,Loan Repayment,,,"Rs 2,900.00",BRD-UJN
T002917,03/11/19,F01800,D,soya,118 kg,"Rs 5,110.00","Rs 6,029.80",BRD-UJN
T002918,15/10/19,F01800,FPO_DELIVERY,soya,0.70 quintals,"Rs 5,110.00","Rs 3,577.00",BRD-UJN
T002919,19/11/19,F01800,Delivery,Soybean (Yellow),11.62 quintals,"Rs 5,110.00","Rs 59,378.20",BRD-UJN
T002920,06/11/19,F01801,Delivery,Soybean (Yellow),14.2 qtl,"Rs 4,735.00","Rs 67,284.35",BRD-UJN
T002921,02/06/19,F01801,INPUT_PURCHASE,Hybrid Seeds,280 kgs,Rs 64.10,"Rs 17,948.00",BRD-UJN
T002922,06/07/19,F01801,LOAN_REPAY,EMI,,,"Rs 6,100.00",BRD-UJN
T002923,01/11/19,F01802,FPO_DELIVERY,Soybean (Yellow),1.08 quintals,"Rs 4,710.00","Rs 5,086.80",BRD-UJN
T002924,15/06/19,F01802,input,Seeds,271 kg,Rs 98.69,"Rs 26,744.99",BRD-UJN
T002925,19/09/19,F01802,LOAN_REPAY,Loan Repayment,,,"Rs 4,700.00",BRD-UJN
T002926,08/08/19, F01802 ,L,Loan Repayment,,,"Rs 7,800.00",BRD-UJN
T002927,02/11/19,F01803,delivery,SOYABEAN,"3,222.00 kgs","Rs 4,570.00","Rs 1,47,245.40",BRD-UJN
T002928,31/10/19,F01803,FPO_DELIVERY,SOYABEAN,3.54 quintals,"Rs 4,570.00","Rs 16,177.80",BRD-UJN
T002929,01/11/19,F01804,delivery,Soybean,233.00 kgs,"Rs 4,935.00","Rs 11,498.55",BRD-UJN
T002930,04/10/19,F01804,FPO_DELIVERY,Soybean (Yellow),17 kg,"Rs 4,935.00",Rs 838.95,BRD-UJN
T002931,22/06/19,F01804,FERT_PURCHASE,PPC,299 kgs,Rs 343.01,"Rs 1,02,559.99",BRD-UJN
T002932,20/09/19,F01804,loan,EMI,,,"Rs 1,600.00",BRD-UJN
T002933,14/11/19,F01804,L,EMI,,,"Rs 4,300.00",BRD-UJN
T002934,20/06/19,F01804,LOAN_REPAY,EMI,,,"Rs 5,100.00",BRD-UJN
T002935,23/11/19,F01804,L,Loan Repayment,,,"Rs 5,100.00",BRD-UJN
T002936,16/10/19,F01805,FPO_DELIVERY,SOYABEAN,1624 kg,"Rs 5,155.00","Rs 83,717.20",BRD-UJN
T002937,10/06/19,F01805,INPUT_PURCHASE,FERTILIZER 50kg bag,309 kgs,Rs 48.06,"Rs 14,850.54",BRD-UJN
T002938,30/08/19,F01805,Loan Repayment,EMI,,,"Rs 4,600.00",BRD-UJN
T002939,23/10/19,F01806,DELIVERY,Soybean,1.95 quintals,"Rs 4,920.00","Rs 9,594.00",BRD-UJN
T002940,19/11/19,F01806,D,SOYABEAN,10.3 qtl,"Rs 4,920.00","Rs 50,872.80",BRD-UJN
T002941,14/11/19,F01807,delivery,Soybean (Yellow),0.88 quintals,"Rs 4,585.00","Rs 4,034.80",BRD-UJN
T002942,12/10/19,F01807,D,Soybean (Yellow),5.83 quintals,"Rs 4,585.00","Rs 26,730.55",BRD-UJN
T002943,02/10/19,F01808,D,SOYABEAN,2030 kg,"Rs 4,955.00","Rs 1,00,586.50",BRD-UJN
T002944,24/11/19,F01808,Delivery,SOYABEAN,2.31 q,"Rs 4,955.00","Rs 11,446.05",BRD-UJN
T002945,14/07/19,F01808,input,SEEDS,310 kgs,Rs 65.22,"Rs 20,218.20",BRD-UJN
T002946,22/06/19,F01808,input,Hybrid Seeds,283 kg,Rs 113.63,"Rs 32,157.29",BRD-UJN
T002947,01/11/19,F01809,D,soya,15.4 qtl,"Rs 4,740.00","Rs 72,806.40",BRD-UJN
T002948,21/11/19,f01809,FPO_DELIVERY,SOYABEAN,12.5 qtl,"Rs 4,740.00","Rs 59,344.80",BRD-UJN
T002949,14/06/19,F01809,FERT_PURCHASE,NPK 10:26:26,171 kg,Rs 45.55,"Rs 7,789.05",BRD-UJN
T002950,23/10/19,F01810,DELIVERY,SOYABEAN,482.00 kgs,"Rs 5,115.00","Rs 24,654.30",BRD-UJN
T002951,14/10/19,F01811,Delivery,SOYABEAN,6.03 q,"Rs 5,005.00","Rs 30,180.15",BRD-UJN
T002952,24/11/19,F01811,FPO_DELIVERY,Soybean (Yellow),12.37 q,"Rs 5,005.00","Rs 61,911.85",BRD-UJN
T002953,11/07/19,F01811,Input Purchase,NPK 10:26:26,133 kgs,Rs 47.98,"Rs 6,381.34",BRD-UJN
T002954,11/06/19,F01811,input,Fertilizer,203 kgs,Rs 58.50,"Rs 11,875.50",BRD-UJN
T002955,29/06/19,F01811,I,Fertilizer,146 kgs,Rs 30.97,"Rs 4,521.62",BRD-UJN
T002956,04/11/19,F01811,L,EMI,,,Rs 900.00,BRD-UJN
T002957,10/11/19,F01812,delivery,SOYABEAN,502.00 kgs,"Rs 4,525.00","Rs 22,715.50",BRD-UJN
T002958,22/10/19,F01812,loan,Loan Repayment,,,"Rs 4,100.00",BRD-UJN
T002959,03/10/19,F01813,DELIVERY,SOYABEAN,88 kg,"Rs 4,935.00","Rs 4,342.80",BRD-UJN
T002960,04/11/19,F01813,delivery,Soybean,5.59 quintals,"Rs 4,935.00","Rs 27,586.65",BRD-UJN
T002961,22/06/19,F01813,input,Hybrid Seeds,170 kg,Rs 107.05,"Rs 18,198.50",BRD-UJN
T002962,16/06/19,F01813,FERT_PURCHASE,PP chemicals,64 kgs,Rs 391.98,"Rs 25,086.72",BRD-UJN
T002963,25/11/19,F01814,D,SOYABEAN,1351 kg,"Rs 5,285.00","Rs 71,400.35",BRD-UJN
T002964,01/07/19,F01814,input,Hybrid Seeds,87 kgs,Rs 109.86,"Rs 9,557.82",BRD-UJN
T002965,01/06/19,F01814,input,Hybrid Seeds,316 kgs,Rs 126.95,"Rs 40,116.20",BRD-UJN
T002966,03/10/19,F01815,FPO_DELIVERY,Soybean,1.77 q,"Rs 4,750.00","Rs 8,407.50",BRD-UJN
T002967,28/10/19,F01815,FPO_DELIVERY,SOYABEAN,4.60 quintals,"Rs 4,750.00","Rs 21,850.00",BRD-UJN
T002968,27/11/19,F01815,FPO_DELIVERY,soya,0.7 qtl,"Rs 4,750.00","Rs 3,230.00",BRD-UJN
T002969,04/07/19,f01815,INPUT_PURCHASE,Seeds,37 kg,Rs 48.72,"Rs 1,802.64",BRD-UJN
T002970,27/06/19,F01815,Input Purchase,Bio-pesticide,187 kg,Rs 332.54,"Rs 62,184.98",BRD-UJN
T002971,31/08/19,F01815,LOAN_REPAY,EMI,,,"Rs 3,300.00",BRD-UJN
T002972,06/10/19,F01816,DELIVERY,Soybean (Yellow),3.03 quintals,"Rs 4,950.00","Rs 14,998.50",BRD-UJN
T002973,13/07/19,F01816,I,Bio-pesticide,148 kgs,Rs 246.56,"Rs 36,490.88",BRD-UJN
T002974,06/06/19,F01816,FERT_PURCHASE,Hybrid Seeds,93 kgs,Rs 119.46,"Rs 11,109.78",BRD-UJN
T002975,20/06/19,F01816,I,Fertilizer,221 kgs,Rs 56.89,"Rs 12,572.69",BRD-UJN
T002976,01/11/19,F01817,DELIVERY,Soybean (Yellow),1.96 q,"Rs 4,815.00","Rs 9,437.40",BRD-UJN
T002977,15/10/19,F01817,DELIVERY,SOYABEAN,0.42 t,"Rs 4,815.00","Rs 20,174.85",BRD-UJN
T002978,03/06/19,F01817,FERT_PURCHASE,Fertilizer,122 kg,Rs 35.96,"Rs 4,387.12",BRD-UJN
T002979,25/06/19,f01817,INPUT_PURCHASE,DAP,308 kg,Rs 32.42,"Rs 9,985.36",BRD-UJN
T002980,20/09/19,F01817,Loan Repayment,Loan Repayment,,,"Rs 5,400.00",BRD-UJN
T002981,23/06/19,F01817,LOAN_REPAY,EMI,,,"Rs 2,800.00",BRD-UJN
T002982,20/09/19,F01817,loan,Loan Repayment,,,"Rs 3,300.00",BRD-UJN
T002983,29/11/19,f01818,Delivery,SOYABEAN,1.92 MT,"Rs 4,775.00","Rs 91,871.00",BRD-UJN
T002984,16/10/19,F01818,DELIVERY,Soybean,3.60 q,"Rs 4,775.00","Rs 17,190.00",BRD-UJN
T002985,22/06/19,F01818,FERT_PURCHASE,DAP,135 kgs,Rs 56.35,"Rs 7,607.25",BRD-UJN
T002986,12/06/19,F01818,input,Seeds,27 kg,Rs 80.00,"Rs 2,160.00",BRD-UJN
T002987,11/10/19,F01819,DELIVERY,Soybean (Yellow),725 kg,"Rs 4,730.00","Rs 34,292.50",BRD-UJN
T002988,20/06/19,F01819,FERT_PURCHASE,Fertilizer,45 kgs,Rs 31.63,"Rs 1,423.35",BRD-UJN
T002989,21/10/19,F01820,delivery,Soybean (Yellow),282 kg,"Rs 4,965.00","Rs 14,001.30",BRD-UJN
T002990,07/10/19,f01820,FPO_DELIVERY,Soybean,140.00 kgs,"Rs 4,965.00","Rs 6,951.00",BRD-UJN
T002991,09/06/19,F01820,FERT_PURCHASE,Seeds,140 kg,Rs 116.47,"Rs 16,305.80",BRD-UJN
T002992,06/07/19,F01820,I,Seeds,197 kgs,Rs 102.31,"Rs 20,155.07",BRD-UJN
T002993,08/07/19,F01820,FERT_PURCHASE,Hybrid Seeds,171 kg,Rs 118.27,"Rs 20,224.17",BRD-UJN
T002994,12/07/19,f01820,INPUT_PURCHASE,Hybrid Seeds,243 kg,Rs 127.75,"Rs 31,043.25",BRD-UJN
T002995,26/11/19,F01821,D,Soybean,359.00 kgs,"Rs 4,915.00","Rs 17,644.85",BRD-UJN
T002996,09/10/19,F01821,Delivery,soya,4.4 qtl,"Rs 4,915.00","Rs 21,527.70",BRD-UJN
T002997,11/11/19,F01822,D,SOYABEAN,373 kg,"Rs 4,970.00","Rs 18,538.10",BRD-UJN
T002998,11/06/19,F01822,FERT_PURCHASE,PP chemicals,292 kgs,Rs 222.49,"Rs 64,967.08",BRD-UJN
T002999,26/11/19,f01823,Delivery,SOYABEAN,0.4 qtl,"Rs 5,045.00","Rs 2,169.35",BRD-UJN
T003000,26/11/19,F01823,DELIVERY,Soybean,2.41 q,"Rs 5,045.00","Rs 12,158.45",BRD-UJN
T003001,02/10/19,F01823,Delivery,Soybean,235.00 kgs,"Rs 5,045.00","Rs 11,855.75",BRD-UJN
T003002,10/06/19,F01823,INPUT_PURCHASE,Bio-pesticide,187 kgs,Rs 567.89,"Rs 1,06,195.43",BRD-UJN
T003003,04/11/19, F01824 ,Delivery,Soybean (Yellow),"1,087.00 kgs","Rs 4,970.00","Rs 54,023.90",BRD-UJN
T003004,28/11/19,F01824,DELIVERY,SOYABEAN,728.00 kgs,"Rs 4,970.00","Rs 36,181.60",BRD-UJN
T003005,05/07/19,F01824,INPUT_PURCHASE,DAP,66 kgs,Rs 54.92,"Rs 3,624.72",BRD-UJN
T003006,18/10/19,F01824,LOAN_REPAY,EMI,,,"Rs 3,200.00",BRD-UJN
T003007,19/11/19,F01825,DELIVERY,Soybean,"2,041.00 kgs","Rs 4,905.00","Rs 1,00,111.05",BRD-UJN
T003008,21/11/19,F01825,Delivery,Soybean,19.13 quintals,"Rs 4,905.00","Rs 93,832.65",BRD-UJN
T003009,20/09/19,F01825,L,EMI,,,"Rs 3,600.00",BRD-UJN
T003010,30/06/19,F01825,L,EMI,,,"Rs 2,700.00",BRD-UJN
T003011,31/10/19,F01825,loan,Loan Repayment,,,"Rs 5,500.00",BRD-UJN
T003012,18/11/19,F01826,FPO_DELIVERY,Soybean (Yellow),1.32 quintals,"Rs 4,715.00","Rs 6,223.80",BRD-UJN
T003013,11/11/19,F01826,D,SOYABEAN,0.57 t,"Rs 4,715.00","Rs 26,686.90",BRD-UJN
T003014,02/10/19,f01827,DELIVERY,Soybean,8.38 q,"Rs 4,785.00","Rs 40,098.30",BRD-UJN
T003015,26/06/19,F01827,I,PP chemicals,232 kg,Rs 431.08,"Rs 1,00,010.56",BRD-UJN
T003016,30/10/19,F01828,FPO_DELIVERY,Soybean (Yellow),4.36 q,"Rs 4,820.00","Rs 21,015.20",BRD-UJN
T003017,04/06/19,F01828,input,Urea,166 kg,Rs 34.53,"Rs 5,731.98",BRD-UJN
