txn_id,txn_date,farmer_id,txn_type,item,qty,rate_inr,amount_inr,gid
T000682,18/10/2019,F01163,Delivery,Soybean (Yellow),13.83 quintals,"Rs. 4,985/-","Rs. 68,943/-",BRD-AMT
T000683,20/10/2019,F01163,Delivery,Soybean,4.43 quintals,"Rs. 4,985/-","Rs. 22,084/-",BRD-AMT
T000684,19/11/2019,F01163,Delivery,Soybean (Yellow),12.4 qtl,"Rs. 4,985/-","Rs. 61,814/-",BRD-AMT
T000685,06/06/2019,F01163,I,FERTILIZER 50kg bag,256 kg,Rs. 53/-,"Rs. 13,686/-",BRD-AMT
T000686,06/07/2019,f01163,input,FERTILIZER 50kg bag,40 kgs,Rs. 35/-,"Rs. 1,414/-",BRD-AMT
T000687,10/10/2019,F01164,delivery,Soybean (Yellow),11.14 quintals,"Rs. 4,835/-","Rs. 53,862/-",BRD-AMT
T000688,18/10/2019,F01164,Delivery,SOYABEAN,11.26 quintals,"Rs. 4,835/-","Rs. 54,442/-",BRD-AMT
T000689,02/06/2019,F01164,input,Seeds,156 kg,Rs. 109/-,"Rs. 17,065/-",BRD-AMT
T000690,11/11/2019,F01165,DELIVERY,soya,19.9 qtl,"Rs. 4,995/-","Rs. 99,500/-",BRD-AMT
T000691,14/10/2019,F01165,DELIVERY,Soybean,3.7 qtl,"Rs. 4,995/-","Rs. 18,581/-",BRD-AMT
T000692,13/07/2019,F01165,input,NPK 10:26:26,261 kgs,Rs. 50/-,"Rs. 13,102/-",BRD-AMT
T000693,07/07/2019,F01165,I,Hybrid Seeds,296 kg,Rs. 118/-,"Rs. 35,064/-",BRD-AMT
T000694,15/11/2019,f01166,delivery,Soybean,2.7 qtl,"Rs. 4,695/-","Rs. 12,864/-",BRD-AMT
T000695,31/10/2019,f01166,FPO_DELIVERY,Cotton,1.73 q,"Rs. 7,740/-","Rs. 13,390/-",BRD-AMT
T000696,22/11/2019,F01166,DELIVERY,COTTON (Kapas),0.38 quintals,"Rs. 7,740/-","Rs. 2,941/-",BRD-AMT
T000697,24/06/2019,F01166,FERT_PURCHASE,NPK 10:26:26,295 kgs,Rs. 59/-,"Rs. 17,529/-",BRD-AMT
T000698,02/11/2019,F01167,D,SOYABEAN,1.26 q,"Rs. 4,910/-","Rs. 6,187/-",BRD-AMT
T000699,14/11/2019,F01167,delivery,soya,4.70 quintals,"Rs. 4,910/-","Rs. 23,077/-",BRD-AMT
T000700,23/11/2019,F01168,D,SOYABEAN,2.8 qtl,"Rs. 4,965/-","Rs. 13,703/-",BRD-AMT
T000701,10/11/2019,F01168,D,soya,0.68 q,"Rs. 4,965/-","Rs. 3,376/-",BRD-AMT
T000702,18/11/2019,F01168,Delivery,Soybean,5.53 q,"Rs. 4,965/-","Rs. 27,456/-",BRD-AMT
T000703,01/07/2019,F01168,FERT_PURCHASE,SEEDS,49 kgs,Rs. 98/-,"Rs. 4,801/-",BRD-AMT
T000704,04/10/2019,F01169,DELIVERY,Soybean,11.04 quintals,"Rs. 4,730/-","Rs. 52,219/-",BRD-AMT
T000705,03/11/2019,f01169,delivery,Soybean (Yellow),5.16 quintals,"Rs. 4,730/-","Rs. 24,407/-",BRD-AMT
T000706,11/06/2019,F01169,input,NPK 10:26:26,235 kg,Rs. 42/-,"Rs. 9,877/-",BRD-AMT
T000707,06/11/2019,F01170,FPO_DELIVERY,SOYABEAN,3.53 quintals,"Rs. 4,965/-","Rs. 17,526/-",BRD-AMT
T000708,23/11/2019,F01170,delivery,SOYABEAN,13.97 q,"Rs. 4,965/-","Rs. 69,361/-",BRD-AMT
T000709,02/10/2019,f01170,D,kapas,14.32 q,"Rs. 7,890/-","Rs. 1,12,985/-",BRD-AMT
T000710,18/06/2019,f01170,INPUT_PURCHASE,Fertilizer,284 kg,Rs. 41/-,"Rs. 11,783/-",BRD-AMT
T000711,08/07/2019,F01170,FERT_PURCHASE,DAP,286 kg,Rs. 32/-,"Rs. 9,215/-",BRD-AMT
T000712,17/10/2019,F01171,D,SOYABEAN,11.4 qtl,"Rs. 4,605/-","Rs. 52,405/-",BRD-AMT
T000713,13/06/2019,F01171,FERT_PURCHASE,SEEDS,173 kg,Rs. 92/-,"Rs. 15,911/-",BRD-AMT
T000714,08/06/2019,F01171,input,Hybrid Seeds,246 kg,Rs. 114/-,"Rs. 27,970/-",BRD-AMT
T000715,19/10/2019,F01172,DELIVERY,Soybean (Yellow),11.2 qtl,"Rs. 4,735/-","Rs. 53,221/-",BRD-AMT
T000716,03/06/2019,F01172,FERT_PURCHASE,Seeds,163 kgs,Rs. 59/-,"Rs. 9,641/-",BRD-AMT
T000717,04/06/2019,F01172,FERT_PURCHASE,Seeds,56 kgs,Rs. 62/-,"Rs. 3,448/-",BRD-AMT
T000718,14/06/2019,F01172,INPUT_PURCHASE,PPC,256 kgs,Rs. 470/-,"Rs. 1,20,430/-",BRD-AMT
T000719,24/06/2019,F01172,INPUT_PURCHASE,Urea,271 kgs,Rs. 55/-,"Rs. 14,981/-",BRD-AMT
T000720,27/10/2019,F01173,delivery,Soybean,1.35 quintals,"Rs. 5,020/-","Rs. 6,777/-",BRD-AMT
T000721,13/10/2019,F01174,Delivery,soya,5.70 q,"Rs. 4,785/-","Rs. 27,274.50",BRD-AMT
T000722,22/11/2019,F01174,delivery,Soybean (Yellow),0.58 q,"Rs. 4,785/-","Rs. 2,775/-",BRD-AMT
T000723,18/10/2019,F01174,FPO_DELIVERY,Cotton Kapas,4.97 quintals,"Rs. 7,615/-","Rs. 37,847/-",BRD-AMT
T000724,03/11/2019,f01175,Delivery,soya,21.70 q,"Rs. 5,175/-","Rs. 1,12,297.50",BRD-AMT
T000725,16/11/2019,f01175,delivery,Soybean,2.0 qtl,"Rs. 5,175/-","Rs. 10,609/-",BRD-AMT
T000726,02/06/2019,F01175,INPUT_PURCHASE,NPK 10:26:26,214 kgs,Rs. 47/-,"Rs. 10,039/-",BRD-AMT
T000727,14/07/2019,F01175,Input Purchase,DAP,229 kgs,Rs. 53/-,"Rs. 12,082/-",BRD-AMT
T000728,16/11/2019,F01176,Delivery,Soybean (Yellow),6.2 qtl,"Rs. 4,945/-","Rs. 30,461/-",BRD-AMT
T000729,14/11/2019,F01176,delivery,kapas,4.63 quintals,"Rs. 7,830/-","Rs. 36,253/-",BRD-AMT
T000730,01/07/2019,F01176,input,Hybrid Seeds,258 kgs,Rs. 67/-,"Rs. 17,402/-",BRD-AMT
T000731,10/10/2019,F01177,Delivery,soya,1.75 quintals,"Rs. 5,000/-","Rs. 8,750/-",BRD-AMT
T000732,16/10/2019,f01177,DELIVERY,Soybean (Yellow),4.90 q,"Rs. 5,000/-","Rs. 24,500/-",BRD-AMT
T000733,16/10/2019,F01177,LOAN_REPAY,Loan Repayment,,,"Rs. 1,400/-",BRD-AMT
T000734,20/07/2019,F01177,LOAN_REPAY,EMI,,,"Rs. 4,200/-",BRD-AMT
T000735,16/11/2019,F01178,FPO_DELIVERY,Soybean,8.28 q,"Rs. 4,995/-","Rs. 41,359/-",BRD-AMT
T000736,05/07/2019,F01178,I,Urea,229 kgs,Rs. 29/-,"Rs. 6,648/-",BRD-AMT
T000737,18/06/2019,F01178,input,Bio-pesticide,273 kg,Rs. 401/-,"Rs. 1,09,539/-",BRD-AMT
T000738,25/09/2019, F01178 ,LOAN_REPAY,Loan Repayment,,,"Rs. 5,200/-",BRD-AMT
T000739,29/10/2019,F01179,delivery,SOYABEAN,15.10 q,"Rs. 4,870/-","Rs. 73,537/-",BRD-AMT
T000740,20/11/2019,f01179,delivery,Soybean (Yellow),5.60 quintals,"Rs. 4,870/-","Rs. 27,272/-",BRD-AMT
T000741,26/10/2019, F01179 ,D,Cotton Kapas,15.95 quintals,"Rs. 7,150/-","Rs. 1,14,042.50",BRD-AMT
T000742,13/06/2019,F01179,I,Urea,180 kg,Rs. 31/-,"Rs. 5,504/-",BRD-AMT
T000743,22/06/2019,F01179,input,Urea,215 kg,Rs. 34/-,"Rs. 7,336/-",BRD-AMT
T000744,03/11/2019,f01180,delivery,Soybean,9.9 qtl,"Rs. 4,725/-","Rs. 46,588.50",BRD-AMT
T000745,20/06/2019,F01180,I,Urea,253 kgs,Rs. 56/-,"Rs. 14,095/-",BRD-AMT
T000746,14/10/2019,F01181,DELIVERY,Soybean (Yellow),0.09 quintals,"Rs. 4,895/-",Rs. 441/-,BRD-AMT
T000747,27/10/2019,F01181,delivery,Soybean (Yellow),12.56 quintals,"Rs. 4,895/-","Rs. 61,481/-",BRD-AMT
T000748,23/10/2019,F01181,delivery,soya,2.54 q,"Rs. 4,895/-","Rs. 12,433/-",BRD-AMT
T000749,18/06/2019,F01181,I,Urea,83 kg,Rs. 45/-,"Rs. 3,766/-",BRD-AMT
T000750,13/06/2019,F01181,input,Fertilizer,158 kg,Rs. 54/-,"Rs. 8,560/-",BRD-AMT
T000751,21/08/2019,F01181,loan,EMI,,,"Rs. 2,700/-",BRD-AMT
T000752,12/07/2019,F01181,LOAN_REPAY,EMI,,,"Rs. 7,700/-",BRD-AMT
T000753,30/06/2019,F01181,L,EMI,,,"Rs. 6,900/-",BRD-AMT
T000754,26/10/2019,f01181,Loan Repayment,EMI,,,"Rs. 4,600/-",BRD-AMT
T000755,19/10/2019,F01182,D,Soybean,8.74 quintals,"Rs. 4,695/-","Rs. 41,034/-",BRD-AMT
T000756,10/07/2019,f01182,input,NPK 10:26:26,143 kg,Rs. 45/-,"Rs. 6,414/-",BRD-AMT
T000757,21/11/2019,f01183,Delivery,Soybean,9.08 q,"Rs. 5,030/-","Rs. 45,672/-",BRD-AMT
T000758,26/10/2019,F01183,delivery,SOYABEAN,5.3 qtl,"Rs. 5,030/-","Rs. 26,458/-",BRD-AMT
T000759,16/10/2019,F01183,D,COTTON (Kapas),3.38 quintals,"Rs. 7,430/-","Rs. 25,113/-",BRD-AMT
T000760,10/10/2019,F01183,DELIVERY,Cotton Kapas,10.9 qtl,"Rs. 7,430/-","Rs. 80,690/-",BRD-AMT
T000761,23/06/2019,F01183,INPUT_PURCHASE,SEEDS,190 kg,Rs. 49/-,"Rs. 9,371/-",BRD-AMT
T000762,15/06/2019,F01183,FERT_PURCHASE,PP chemicals,145 kgs,Rs. 487/-,"Rs. 70,567/-",BRD-AMT
T000763,12/07/2019,F01183,input,Hybrid Seeds,40 kg,Rs. 68/-,"Rs. 2,737/-",BRD-AMT
T000764,28/06/2019,F01183,input,FERTILIZER 50kg bag,78 kg,Rs. 59/-,"Rs. 4,615/-",BRD-AMT
T000765,26/06/2019,F01183,Loan Repayment,Loan Repayment,,,"Rs. 4,100/-",BRD-AMT
T000766,04/10/2019,f01183,LOAN_REPAY,EMI,,,"Rs. 2,700/-",BRD-AMT
T000767,06/10/2019, F01184 ,Delivery,Soybean (Yellow),6.69 q,"Rs. 4,610/-","Rs. 30,841/-",BRD-AMT
T000768,16/10/2019,F01184,LOAN_REPAY,EMI,,,"Rs. 3,600/-",BRD-AMT
T000769,25/10/2019,F01185,delivery,SOYABEAN,1.37 q,"Rs. 4,995/-","Rs. 6,843/-",BRD-AMT
T000770,24/10/2019,F01185,FPO_DELIVERY,SOYABEAN,0.92 quintals,"Rs. 4,995/-","Rs. 4,595/-",BRD-AMT
T000771,14/06/2019,F01185,FERT_PURCHASE,SEEDS,156 kg,Rs. 73/-,"Rs. 11,338/-",BRD-AMT
T000772,14/10/2019,F01186,Delivery,Soybean (Yellow),2.52 quintals,"Rs. 4,995/-","Rs. 12,587/-",BRD-AMT
T000773,31/10/2019,F01186,FPO_DELIVERY,Soybean (Yellow),11.14 q,"Rs. 4,995/-","Rs. 55,644/-",BRD-AMT
T000774,14/07/2019,F01186,Input Purchase,Urea,159 kgs,Rs. 36/-,"Rs. 5,740/-",BRD-AMT
T000775,08/08/2019,f01186,L,EMI,,,"Rs. 5,300/-",BRD-AMT
T000776,02/10/2019,F01186,L,Loan Repayment,,,"Rs. 1,800/-",BRD-AMT
T000777,12/10/2019,F01187,D,Soybean,3.0 qtl,"Rs. 4,700/-","Rs. 13,912/-",BRD-AMT
T000778,29/11/2019,F01187,Delivery,soya,2.43 q,"Rs. 4,700/-","Rs. 11,421/-",BRD-AMT
T000779,01/07/2019,F01187,FERT_PURCHASE,Fertilizer,56 kgs,Rs. 59/-,"Rs. 3,322/-",BRD-AMT
T000780,25/10/2019,F01188,D,Soybean,19.89 quintals,"Rs. 4,765/-","Rs. 94,776/-",BRD-AMT
T000781,22/06/2019,F01188,I,DAP,305 kgs,Rs. 51/-,"Rs. 15,653/-",BRD-AMT
T000782,21/06/2019,F01188,input,SEEDS,63 kgs,Rs. 75/-,"Rs. 4,721/-",BRD-AMT
T000783,04/06/2019,F01188,input,Seeds,46 kg,Rs. 47/-,"Rs. 2,184/-",BRD-AMT
T000784,03/06/2019,f01188,INPUT_PURCHASE,Seeds,28 kgs,Rs. 127/-,"Rs. 3,548/-",BRD-AMT
T000785,07/06/2019,F01188,input,Bio-pesticide,132 kg,Rs. 259/-,"Rs. 34,156/-",BRD-AMT
T000786,07/11/2019,F01189,FPO_DELIVERY,soya,33.45 quintals,"Rs. 4,885/-","Rs. 1,63,403/-",BRD-AMT
T000787,09/06/2019,F01189,INPUT_PURCHASE,Urea,162 kgs,Rs. 40/-,"Rs. 6,532/-",BRD-AMT
T000788,17/10/2019,F01189,L,Loan Repayment,,,"Rs. 2,900/-",BRD-AMT
T000789,06/06/2019,F01189,Loan Repayment,EMI,,,"Rs. 5,500/-",BRD-AMT
T000790,07/08/2019,F01189,LOAN_REPAY,EMI,,,"Rs. 4,700/-",BRD-AMT
T000791,28/10/2019, F01190 ,delivery,soya,13.57 quintals,"Rs. 5,120/-","Rs. 69,478/-",BRD-AMT
T000792,28/11/2019,F01190,FPO_DELIVERY,COTTON (Kapas),11.20 q,"Rs. 8,030/-","Rs. 89,936/-",BRD-AMT
T000793,23/10/2019,F01191,Delivery,soya,4.39 quintals,"Rs. 4,930/-","Rs. 21,643/-",BRD-AMT
T000794,31/10/2019,F01191,DELIVERY,Soybean (Yellow),3.31 q,"Rs. 4,930/-","Rs. 16,318/-",BRD-AMT
T000795,10/07/2019,F01191,I,Fertilizer,124 kg,Rs. 44/-,"Rs. 5,439/-",BRD-AMT
T000796,11/10/2019,F01192,D,Soybean (Yellow),0.65 quintals,"Rs. 5,035/-","Rs. 3,273/-",BRD-AMT
T000797,20/10/2019,F01192,D,SOYABEAN,16.2 qtl,"Rs. 5,035/-","Rs. 81,466/-",BRD-AMT
T000798,13/10/2019,F01192,Loan Repayment,EMI,,,"Rs. 7,500/-",BRD-AMT
T000799,06/10/2019,F01193,D,soya,9.5 qtl,"Rs. 5,010/-","Rs. 47,745/-",BRD-AMT
T000800,26/11/2019,F01193,DELIVERY,SOYABEAN,18.71 quintals,"Rs. 5,010/-","Rs. 93,737/-",BRD-AMT
T000801,17/11/2019,F01193,DELIVERY,Soybean,0.6 qtl,"Rs. 5,010/-","Rs. 2,806/-",BRD-AMT
T000802,16/06/2019,F01193,I,DAP,251 kg,Rs. 30/-,"Rs. 7,578/-",BRD-AMT
T000803,02/06/2019,F01193,Input Purchase,FERTILIZER 50kg bag,167 kgs,Rs. 35/-,"Rs. 5,763/-",BRD-AMT
T000804,19/11/2019,F01194,Delivery,soya,7.9 qtl,"Rs. 4,610/-","Rs. 36,419/-",BRD-AMT
T000805,14/11/2019,F01194,delivery,COTTON (Kapas),1.9 qtl,"Rs. 7,485/-","Rs. 14,221.50",BRD-AMT
T000806,28/10/2019,F01194,delivery,Cotton Kapas,5.32 quintals,"Rs. 7,485/-","Rs. 39,820/-",BRD-AMT
T000807,14/06/2019,F01194,INPUT_PURCHASE,DAP,72 kgs,Rs. 44/-,"Rs. 3,146/-",BRD-AMT
T000808,06/06/2019,F01194,L,Loan Repayment,,,"Rs. 3,800/-",BRD-AMT
T000809,08/10/2019,F01195,delivery,soya,31.93 quintals,"Rs. 4,835/-","Rs. 1,54,382/-",BRD-AMT
T000810,18/06/2019,F01195,FERT_PURCHASE,DAP,239 kgs,Rs. 39/-,"Rs. 9,299/-",BRD-AMT
T000811,01/06/2019,f01195,I,SEEDS,223 kgs,Rs. 78/-,"Rs. 17,492/-",BRD-AMT
T000812,23/10/2019,F01196,D,Soybean,1.69 q,"Rs. 5,050/-","Rs. 8,534.50",BRD-AMT
T000813,26/11/2019,F01196,Delivery,Soybean,3.28 q,"Rs. 5,050/-","Rs. 16,564/-",BRD-AMT
T000814,09/10/2019,F01197,delivery,soya,9.98 q,"Rs. 4,895/-","Rs. 48,852/-",BRD-AMT
T000815,09/06/2019, F01197 ,input,DAP,164 kg,Rs. 52/-,"Rs. 8,507/-",BRD-AMT
T000816,05/06/2019,F01197,FERT_PURCHASE,SEEDS,310 kgs,Rs. 59/-,"Rs. 18,234/-",BRD-AMT
T000817,02/07/2019,F01197,input,Bio-pesticide,55 kgs,Rs. 377/-,"Rs. 20,747/-",BRD-AMT
T000818,11/07/2019,f01197,LOAN_REPAY,Loan Repayment,,,"Rs. 5,700/-",BRD-AMT
T000819,20/11/2019, F01198 ,FPO_DELIVERY,Soybean (Yellow),4.92 quintals,"Rs. 4,255/-","Rs. 20,935/-",BRD-AMT
T000820,06/06/2019,F01198,Input Purchase,FERTILIZER 50kg bag,173 kg,Rs. 55/-,"Rs. 9,506/-",BRD-AMT
T000821,28/08/2019,F01198,L,EMI,,,"Rs. 5,200/-",BRD-AMT
T000822,06/06/2019,F01198,loan,Loan Repayment,,,"Rs. 4,300/-",BRD-AMT
T000823,25/10/2019,F01199,Delivery,Soybean,18.18 q,"Rs. 4,605/-","Rs. 83,719/-",BRD-AMT
T000824,13/10/2019,F01199,DELIVERY,SOYABEAN,2.59 quintals,"Rs. 4,605/-","Rs. 11,927/-",BRD-AMT
T000825,01/10/2019,F01199,FPO_DELIVERY,kapas,3.70 quintals,"Rs. 7,805/-","Rs. 28,878.50",BRD-AMT
T000826,26/11/2019,F01199,FPO_DELIVERY,COTTON (Kapas),14.2 qtl,"Rs. 7,805/-","Rs. 1,10,519/-",BRD-AMT
T000827,19/06/2019,F01199,Input Purchase,Hybrid Seeds,198 kg,Rs. 79/-,"Rs. 15,555/-",BRD-AMT
T000828,08/07/2019,F01199,I,PP chemicals,303 kg,Rs. 331/-,"Rs. 1,00,287/-",BRD-AMT
T000829,23/11/2019,F01200,Delivery,Soybean,1.0 qtl,"Rs. 4,965/-","Rs. 4,816/-",BRD-AMT
T000830,21/10/2019,f01200,D,Soybean (Yellow),2.47 q,"Rs. 4,965/-","Rs. 12,264/-",BRD-AMT
T000831,27/10/2019,F01200,delivery,SOYABEAN,6.45 q,"Rs. 4,965/-","Rs. 32,024/-",BRD-AMT
T000832,09/10/2019,F01200,FPO_DELIVERY,Cotton,0.18 q,"Rs. 7,775/-","Rs. 1,399.50",BRD-AMT
T000833,13/10/2019,f01200,DELIVERY,COTTON (Kapas),8.0 qtl,"Rs. 7,775/-","Rs. 62,122/-",BRD-AMT
T000834,22/10/2019,F01201,Delivery,SOYABEAN,2.9 qtl,"Rs. 4,950/-","Rs. 14,157/-",BRD-AMT
T000835,05/11/2019,F01201,DELIVERY,SOYABEAN,2.16 quintals,"Rs. 4,950/-","Rs. 10,692/-",BRD-AMT
T000836,27/06/2019,F01201,input,Fertilizer,178 kg,Rs. 33/-,"Rs. 5,787/-",BRD-AMT
T000837,17/09/2019,F01201,Loan Repayment,Loan Repayment,,,"Rs. 5,800/-",BRD-AMT
T000838,20/11/2019,F01202,Delivery,Soybean,27.83 quintals,"Rs. 4,785/-","Rs. 1,33,167/-",BRD-AMT
T000839,12/06/2019,F01202,I,DAP,219 kg,Rs. 37/-,"Rs. 8,053/-",BRD-AMT
T000840,09/07/2019,F01202,loan,EMI,,,"Rs. 2,900/-",BRD-AMT
T000841,12/10/2019,F01203,Delivery,Soybean,12.5 qtl,"Rs. 4,855/-","Rs. 60,687.50",BRD-AMT
T000842,02/10/2019,F01203,FPO_DELIVERY,Cotton Kapas,13.00 quintals,"Rs. 6,825/-","Rs. 88,725/-",BRD-AMT
T000843,06/07/2019,F01203,input,NPK 10:26:26,221 kgs,Rs. 46/-,"Rs. 10,263/-",BRD-AMT
T000844,14/06/2019,f01203,FERT_PURCHASE,FERTILIZER 50kg bag,61 kg,Rs. 43/-,"Rs. 2,649/-",BRD-AMT
T000845,10/06/2019,f01203,input,Urea,51 kg,Rs. 54/-,"Rs. 2,759/-",BRD-AMT
T000846,22/11/2019,F01204,DELIVERY,SOYABEAN,21.42 quintals,"Rs. 4,805/-","Rs. 1,02,923/-",BRD-AMT
T000847,02/11/2019,f01204,FPO_DELIVERY,COTTON (Kapas),4.61 q,"Rs. 7,760/-","Rs. 35,774/-",BRD-AMT
T000848,10/11/2019,F01204,Delivery,kapas,12.07 quintals,"Rs. 7,760/-","Rs. 93,663/-",BRD-AMT
T000849,19/10/2019, F01205 ,Delivery,Soybean,0.86 q,"Rs. 4,675/-","Rs. 4,020.50",BRD-AMT
T000850,30/11/2019,F01205,delivery,soya,15.2 qtl,"Rs. 4,675/-","Rs. 70,826/-",BRD-AMT
T000851,09/06/2019,F01205,INPUT_PURCHASE,Seeds,305 kg,Rs. 121/-,"Rs. 36,969/-",BRD-AMT
T000852,06/07/2019,f01205,INPUT_PURCHASE,Fertilizer,302 kg,Rs. 51/-,"Rs. 15,535/-",BRD-AMT
T000853,16/11/2019,F01205,loan,Loan Repayment,,,"Rs. 5,900/-",BRD-AMT
T000854,01/11/2019,F01205,LOAN_REPAY,Loan Repayment,,,"Rs. 3,700/-",BRD-AMT
T000855,20/10/2019,F01206,FPO_DELIVERY,Soybean,7.64 q,"Rs. 5,335/-","Rs. 40,759/-",BRD-AMT
T000856,03/06/2019,f01206,INPUT_PURCHASE,NPK 10:26:26,275 kg,Rs. 45/-,"Rs. 12,254/-",BRD-AMT
T000857,01/06/2019,F01206,input,Bio-pesticide,297 kgs,Rs. 560/-,"Rs. 1,66,344/-",BRD-AMT
T000858,18/10/2019,F01207,delivery,Soybean,23.26 quintals,"Rs. 4,965/-","Rs. 1,15,486/-",BRD-AMT
T000859,11/10/2019,F01208,FPO_DELIVERY,SOYABEAN,3.6 qtl,"Rs. 4,820/-","Rs. 17,400/-",BRD-AMT
T000860,19/10/2019, F01208 ,D,Soybean,4.35 quintals,"Rs. 4,820/-","Rs. 20,967/-",BRD-AMT
T000861,29/11/2019,F01208,Delivery,COTTON (Kapas),7.61 quintals,"Rs. 7,915/-","Rs. 60,233/-",BRD-AMT
T000862,23/06/2019,F01208,INPUT_PURCHASE,PP chemicals,77 kgs,Rs. 241/-,"Rs. 18,522/-",BRD-AMT
T000863,09/07/2019,F01208,FERT_PURCHASE,Hybrid Seeds,41 kg,Rs. 72/-,"Rs. 2,940/-",BRD-AMT
T000864,21/11/2019,F01209,FPO_DELIVERY,soya,7.8 qtl,"Rs. 4,750/-","Rs. 36,955/-",BRD-AMT
T000865,25/11/2019,F01209,FPO_DELIVERY,Soybean (Yellow),3.62 q,"Rs. 4,750/-","Rs. 17,195/-",BRD-AMT
T000866,07/10/2019, F01209 ,FPO_DELIVERY,kapas,7.5 qtl,"Rs. 7,840/-","Rs. 58,722/-",BRD-AMT
T000867,21/06/2019,F01209,input,Hybrid Seeds,41 kgs,Rs. 46/-,"Rs. 1,891/-",BRD-AMT
T000868,16/06/2019,,FERT_PURCHASE,PP chemicals,63 kg,Rs. 520/-,"Rs. 32,781/-",BRD-AMT
T000869,10/07/2019,F01209,INPUT_PURCHASE,DAP,65 kg,Rs. 28/-,"Rs. 1,843/-",BRD-AMT
T000870,24/09/2019,F01209,L,EMI,,,Rs. 800/-,BRD-AMT
T000871,23/10/2019,f01210,FPO_DELIVERY,SOYABEAN,16.65 q,"Rs. 5,000/-","Rs. 83,250/-",BRD-AMT
